Sales Time	Purchase Quantity (pcs)	Total Amount (CNY)	Payment Method	Refund Amount (CNY)	Product Details
2018-04-26 12:00	2	6.0	支付宝	0	可口可乐
2018-04-09 00:00	3	7.5	支付宝	0	可口可乐
2018-04-03 01:00	10	25.0	微信	0	可口可乐
2018-04-08 17:00	10	30.0	微信	0	雪碧
2018-04-17 15:00	4	12.0	微信	0	可口可乐
2018-04-25 17:00	4	10.0	支付宝	0	可口可乐
2018-04-19 00:00	9	22.5	微信	0	雪碧
2018-04-19 09:00	10	30.0	微信	0	雪碧
2018-04-04 02:00	5	15.0	微信	0	雪碧
2018-04-17 16:00	10	25.0	支付宝	0	雪碧
2018-04-17 22:00	1	2.5	微信	0	雪碧
2018-04-11 09:00	5	12.5	支付宝	0	雪碧
2018-04-23 22:00	1	3.0	支付宝	0	雪碧
2018-04-07 03:00	10	25.0	支付宝	0	可口可乐
2018-04-07 12:00	9	27.0	支付宝	0	雪碧
2018-04-04 20:00	3	7.5	微信	0	可口可乐
2018-04-16 18:00	7	17.5	微信	0	雪碧
2018-04-09 04:00	2	5.0	支付宝	0	雪碧
2018-04-25 23:00	1	2.5	微信	0	可口可乐
2018-04-25 18:00	7	17.5	微信	0	可口可乐
2018-04-24 09:00	8	20.0	支付宝	0	雪碧
2018-04-17 18:00	3	9.0	微信	0	可口可乐
2018-04-05 14:00	5	12.5	微信	0	可口可乐
2018-04-13 02:00	3	9.0	支付宝	0	雪碧
2018-04-28 17:00	9	27.0	微信	0	雪碧
2018-04-17 07:00	9	22.5	微信	0	可口可乐
2018-04-09 15:00	4	10.0	支付宝	0	可口可乐
2018-04-11 05:00	9	22.5	微信	0	雪碧
2018-04-17 10:00	1	2.5	微信	0	可口可乐
2018-04-06 17:00	9	22.5	支付宝	0	可口可乐
2018-04-14 13:00	6	15.0	微信	0	雪碧
2018-04-16 02:00	3	7.5	支付宝	0	雪碧
2018-04-02 15:00	4	10.0	支付宝	0	雪碧
2018-04-14 03:00	7	21.0	微信	0	雪碧
2018-04-26 20:00	10	30.0	支付宝	0	雪碧
2018-04-15 13:00	3	7.5	微信	0	可口可乐
2018-04-03 10:00	5	12.5	支付宝	0	雪碧
2018-04-04 19:00	3	7.5	微信	0	雪碧
2018-04-15 06:00	7	21.0	微信	0	雪碧
2018-04-16 11:00	8	24.0	支付宝	0	可口可乐
2018-04-01 03:00	9	22.5	微信	0	可口可乐
2018-04-29 08:00	9	22.5	微信	0	雪碧
2018-04-23 20:00	10	30.0	微信	0	可口可乐
2018-04-22 09:00	6	15.0	支付宝	0	可口可乐
2018-04-14 21:00	9	22.5	支付宝	0	可口可乐
2018-04-13 19:00	3	9.0	微信	0	可口可乐
2018-04-23 21:00	7	21.0	微信	0	可口可乐
2018-04-18 16:00	1	2.5	支付宝	0	雪碧
2018-04-27 11:00	5	15.0	支付宝	0	雪碧
2018-04-12 01:00	10	25.0	微信	0	雪碧
2018-04-27 05:00	6	18.0	支付宝	0	雪碧
2018-04-21 01:00	3	7.5	微信	0	雪碧
2018-04-01 05:00	3	9.0	微信	0	雪碧
2018-04-18 06:00	6	18.0	支付宝	0	雪碧
2018-04-09 02:00	9	22.5	微信	0	可口可乐
2018-04-09 15:00	5	12.5	支付宝	0	雪碧
2018-04-15 09:00	9	22.5	微信	0	雪碧
2018-04-22 14:00	9	22.5	微信	0	可口可乐
2018-04-27 23:00	9	27.0	支付宝	0	可口可乐
2018-04-08 02:00	10	25.0	微信	0	雪碧
2018-04-18 18:00	6	15.0	支付宝	0	雪碧
2018-04-07 05:00	8	20.0	微信	0	雪碧
2018-04-19 20:00	5	12.5	支付宝	0	雪碧
2018-04-23 06:00	9	27.0	支付宝	0	雪碧
2018-04-02 08:00	4	10.0	支付宝	0	可口可乐
2018-04-21 01:00	2	5.0	支付宝	0	雪碧
2018-04-26 22:00	1	2.5	支付宝	0	可口可乐
2018-04-21 21:00	4	12.0	支付宝	0	雪碧
2018-04-28 02:00	10	25.0	微信	0	雪碧
2018-04-11 16:00	2	6.0	支付宝	0	雪碧
2018-04-07 13:00	6	18.0	微信	0	可口可乐
2018-04-26 07:00	3	7.5	支付宝	0	雪碧
2018-04-02 08:00	3	9.0	微信	0	雪碧
2018-04-03 04:00	7	17.5	微信	0	雪碧
2018-04-23 07:00	4	12.0	支付宝	0	可口可乐
2018-04-27 09:00	4	12.0	微信	0	雪碧
2018-04-20 13:00	2	5.0	支付宝	0	可口可乐
2018-04-20 12:00	4	10.0	支付宝	0	可口可乐
2018-04-09 22:00	1	3.0	微信	0	可口可乐
2018-04-28 09:00	6	18.0	支付宝	0	可口可乐
2018-04-19 01:00	7	17.5	微信	0	可口可乐
2018-04-08 08:00	10	25.0	微信	0	可口可乐
2018-04-07 20:00	2	6.0	支付宝	0	雪碧
2018-04-25 21:00	1	2.5	支付宝	0	雪碧
2018-04-15 08:00	1	2.5	支付宝	0	可口可乐
2018-04-16 10:00	7	17.5	微信	0	可口可乐
2018-04-12 21:00	8	20.0	支付宝	0	可口可乐
2018-04-14 10:00	2	5.0	微信	0	可口可乐
2018-04-22 00:00	5	15.0	支付宝	0	雪碧
2018-04-07 11:00	1	2.5	微信	0	可口可乐
2018-04-19 22:00	2	6.0	微信	0	可口可乐
2018-04-12 10:00	1	3.0	支付宝	0	雪碧
2018-04-22 03:00	2	5.0	支付宝	0	可口可乐
2018-04-15 10:00	2	6.0	支付宝	0	雪碧
2018-04-25 11:00	6	18.0	支付宝	0	雪碧
2018-04-13 06:00	10	25.0	微信	0	雪碧
2018-04-28 13:00	4	10.0	支付宝	0	可口可乐
2018-04-03 09:00	9	27.0	微信	0	雪碧
2018-04-02 23:00	5	12.5	微信	0	雪碧
2018-04-15 18:00	5	15.0	支付宝	0	雪碧
2018-04-21 02:00	8	24.0	支付宝	0	可口可乐
2018-04-05 07:00	7	21.0	微信	0	雪碧
2018-04-20 14:00	1	2.5	微信	0	可口可乐
2018-04-04 14:00	7	17.5	微信	0	雪碧
2018-04-12 08:00	4	12.0	微信	0	雪碧
2018-04-24 21:00	1	3.0	微信	0	雪碧
2018-04-10 18:00	6	18.0	支付宝	0	雪碧
2018-04-11 10:00	1	3.0	支付宝	0	雪碧
2018-04-11 07:00	8	24.0	支付宝	0	雪碧
2018-04-10 06:00	10	25.0	支付宝	0	雪碧
2018-04-19 13:00	10	30.0	微信	0	可口可乐
2018-04-07 00:00	7	21.0	支付宝	0	可口可乐
2018-04-23 10:00	7	21.0	支付宝	0	可口可乐
2018-04-21 18:00	5	12.5	支付宝	0	雪碧
2018-04-14 23:00	3	9.0	支付宝	0	可口可乐
2018-04-10 10:00	6	15.0	支付宝	0	雪碧
2018-04-13 03:00	6	18.0	微信	0	可口可乐
2018-04-09 22:00	6	15.0	微信	0	雪碧
2018-04-02 15:00	8	24.0	支付宝	0	雪碧
2018-04-17 18:00	8	20.0	微信	0	雪碧
2018-04-24 05:00	7	21.0	支付宝	0	雪碧
2018-04-05 11:00	4	10.0	支付宝	0	可口可乐
2018-04-10 21:00	3	9.0	微信	0	雪碧
2018-04-08 09:00	3	9.0	微信	0	雪碧
2018-04-07 07:00	4	10.0	支付宝	0	可口可乐
2018-04-25 10:00	1	3.0	微信	0	雪碧
2018-04-23 13:00	2	5.0	微信	0	雪碧
2018-04-21 02:00	8	24.0	微信	0	雪碧
2018-04-17 10:00	10	30.0	支付宝	0	可口可乐
2018-04-05 09:00	7	17.5	支付宝	0	可口可乐
2018-04-27 01:00	9	22.5	支付宝	0	可口可乐
2018-04-13 08:00	6	15.0	支付宝	0	雪碧
2018-04-27 13:00	7	21.0	支付宝	0	可口可乐
2018-04-19 13:00	2	6.0	支付宝	0	可口可乐
2018-04-08 00:00	8	20.0	支付宝	0	可口可乐
2018-04-18 05:00	2	6.0	微信	0	雪碧
2018-04-10 03:00	5	12.5	支付宝	0	雪碧
2018-04-03 14:00	7	21.0	微信	0	可口可乐
2018-04-02 05:00	2	6.0	微信	0	可口可乐
2018-04-17 23:00	7	17.5	微信	0	可口可乐
2018-04-23 23:00	10	30.0	微信	0	可口可乐
2018-04-03 00:00	10	25.0	微信	0	雪碧
2018-04-28 22:00	5	12.5	微信	0	雪碧
2018-04-01 16:00	8	24.0	微信	0	雪碧
2018-04-21 12:00	4	12.0	微信	0	雪碧
2018-04-03 18:00	8	20.0	微信	0	雪碧
2018-04-08 06:00	3	9.0	支付宝	0	雪碧
2018-04-29 10:00	10	25.0	支付宝	0	可口可乐
2018-04-27 19:00	6	15.0	支付宝	0	雪碧
2018-04-02 19:00	1	3.0	微信	0	雪碧
2018-04-05 11:00	9	22.5	微信	0	雪碧
2018-04-25 01:00	4	12.0	支付宝	0	可口可乐
2018-04-21 01:00	1	2.5	微信	0	雪碧
2018-04-22 21:00	7	17.5	支付宝	0	可口可乐
2018-04-21 17:00	10	25.0	支付宝	0	雪碧
2018-04-09 13:00	9	22.5	微信	0	雪碧
2018-04-25 23:00	7	21.0	支付宝	0	可口可乐
2018-04-03 10:00	7	21.0	支付宝	0	雪碧
2018-04-07 14:00	9	22.5	支付宝	0	雪碧
2018-04-10 21:00	10	25.0	微信	0	可口可乐
2018-04-24 01:00	9	27.0	支付宝	0	雪碧
2018-04-06 15:00	8	24.0	支付宝	0	雪碧
2018-04-27 17:00	4	12.0	微信	0	雪碧
2018-04-18 04:00	10	25.0	微信	0	可口可乐
2018-04-14 09:00	6	18.0	支付宝	0	雪碧
2018-04-28 23:00	6	18.0	支付宝	0	雪碧
2018-04-29 19:00	4	10.0	微信	0	雪碧
2018-04-14 18:00	8	24.0	支付宝	0	雪碧
2018-04-02 05:00	9	22.5	微信	0	可口可乐
2018-04-16 03:00	9	27.0	支付宝	0	可口可乐
2018-04-17 15:00	7	17.5	微信	0	雪碧
2018-04-29 07:00	4	12.0	支付宝	0	可口可乐
2018-04-14 22:00	10	30.0	支付宝	0	雪碧
2018-04-05 07:00	7	17.5	微信	0	雪碧
2018-04-13 08:00	8	24.0	支付宝	0	可口可乐
2018-04-16 20:00	8	24.0	微信	0	可口可乐
2018-04-27 08:00	6	15.0	微信	0	雪碧
2018-04-20 12:00	3	9.0	微信	0	可口可乐
2018-04-26 13:00	2	5.0	支付宝	0	可口可乐
2018-04-15 04:00	1	2.5	支付宝	0	雪碧
2018-04-01 17:00	5	12.5	微信	0	雪碧
2018-04-09 20:00	9	27.0	支付宝	0	雪碧
2018-04-06 04:00	2	5.0	支付宝	0	雪碧
2018-04-25 01:00	4	12.0	微信	0	雪碧
2018-04-11 02:00	9	27.0	微信	0	雪碧
2018-04-11 06:00	2	5.0	微信	0	雪碧
2018-04-28 18:00	7	21.0	支付宝	0	可口可乐
2018-04-21 04:00	8	20.0	支付宝	0	雪碧
2018-04-24 15:00	2	5.0	支付宝	0	雪碧
2018-04-11 08:00	5	12.5	支付宝	0	雪碧
2018-04-08 06:00	5	12.5	微信	0	雪碧
2018-04-23 11:00	5	15.0	支付宝	0	可口可乐
2018-04-01 14:00	7	17.5	支付宝	0	可口可乐
2018-04-08 21:00	10	30.0	支付宝	0	可口可乐
2018-04-14 03:00	6	18.0	微信	0	可口可乐
2018-04-14 17:00	3	7.5	微信	0	可口可乐
2018-04-27 23:00	7	21.0	微信	0	雪碧
2018-04-10 13:00	1	2.5	支付宝	0	雪碧
2018-04-29 18:00	5	12.5	微信	0	雪碧
2018-04-20 06:00	6	15.0	微信	0	可口可乐
2018-04-14 08:00	7	21.0	支付宝	0	雪碧
2018-04-07 12:00	6	15.0	支付宝	0	可口可乐
2018-04-04 19:00	7	21.0	支付宝	0	可口可乐
2018-04-13 23:00	8	24.0	微信	0	雪碧
2018-04-24 02:00	4	10.0	支付宝	0	可口可乐
2018-04-23 12:00	5	15.0	支付宝	0	可口可乐
2018-04-27 14:00	1	2.5	支付宝	0	可口可乐
2018-04-27 16:00	5	12.5	支付宝	0	可口可乐
2018-04-15 00:00	6	15.0	微信	0	可口可乐
2018-04-23 10:00	9	27.0	支付宝	0	可口可乐
2018-04-10 03:00	6	15.0	支付宝	0	可口可乐
2018-04-10 10:00	7	21.0	支付宝	0	可口可乐
2018-04-22 17:00	10	25.0	微信	0	雪碧
2018-04-04 11:00	3	9.0	支付宝	0	可口可乐
2018-04-27 18:00	9	22.5	微信	0	可口可乐
2018-04-07 11:00	9	22.5	支付宝	0	雪碧
2018-04-14 17:00	8	24.0	微信	0	雪碧
2018-04-15 07:00	7	17.5	微信	0	可口可乐
2018-04-16 22:00	5	12.5	支付宝	0	可口可乐
2018-04-08 01:00	7	21.0	微信	0	雪碧
2018-04-18 22:00	2	5.0	支付宝	0	可口可乐
2018-04-05 04:00	5	15.0	微信	0	雪碧
2018-04-05 21:00	1	3.0	微信	0	可口可乐
2018-04-19 04:00	4	12.0	微信	0	雪碧
2018-04-03 23:00	5	15.0	支付宝	0	雪碧
2018-04-14 11:00	10	25.0	微信	0	可口可乐
2018-04-01 01:00	2	5.0	支付宝	0	可口可乐
2018-04-15 05:00	8	20.0	微信	0	雪碧
2018-04-10 14:00	10	25.0	微信	0	雪碧
2018-04-24 22:00	7	21.0	微信	0	雪碧
2018-04-20 03:00	6	18.0	支付宝	0	可口可乐
2018-04-23 08:00	8	24.0	微信	0	可口可乐
2018-04-28 07:00	7	21.0	微信	0	可口可乐
2018-04-07 10:00	3	9.0	微信	0	雪碧
2018-04-07 13:00	8	24.0	支付宝	0	可口可乐
2018-04-01 13:00	6	18.0	微信	0	可口可乐
2018-04-24 02:00	1	2.5	微信	0	雪碧
2018-04-06 07:00	4	10.0	微信	0	可口可乐
2018-04-08 05:00	4	10.0	微信	0	可口可乐
2018-04-29 20:00	4	10.0	微信	0	雪碧
2018-04-21 15:00	5	15.0	微信	0	雪碧
2018-04-21 04:00	4	12.0	支付宝	0	可口可乐
2018-04-03 01:00	4	10.0	支付宝	0	雪碧
2018-04-17 21:00	4	10.0	微信	0	雪碧
2018-04-05 20:00	3	7.5	支付宝	0	雪碧
2018-04-13 03:00	3	9.0	支付宝	0	雪碧
2018-04-18 23:00	1	3.0	支付宝	0	雪碧
2018-04-15 11:00	4	12.0	微信	0	雪碧
2018-04-15 19:00	7	17.5	微信	0	可口可乐
2018-04-28 15:00	3	9.0	微信	0	可口可乐
2018-04-12 00:00	9	27.0	支付宝	0	可口可乐
2018-04-10 06:00	4	12.0	支付宝	0	雪碧
2018-04-22 16:00	10	25.0	支付宝	0	可口可乐
2018-04-05 05:00	10	25.0	支付宝	0	雪碧
2018-04-28 17:00	7	17.5	微信	0	雪碧
2018-04-09 03:00	4	10.0	支付宝	0	可口可乐
2018-04-29 13:00	7	17.5	支付宝	0	雪碧
2018-04-29 03:00	4	12.0	支付宝	0	可口可乐
2018-04-11 01:00	5	15.0	微信	0	雪碧
2018-04-03 09:00	2	6.0	微信	0	可口可乐
2018-04-03 09:00	8	20.0	支付宝	0	可口可乐
2018-04-08 10:00	3	7.5	支付宝	0	雪碧
2018-04-19 19:00	4	12.0	微信	0	雪碧
2018-04-16 22:00	6	15.0	微信	0	雪碧
2018-04-17 18:00	3	7.5	支付宝	0	可口可乐
2018-04-18 01:00	10	30.0	微信	0	雪碧
2018-04-11 11:00	9	22.5	支付宝	0	可口可乐
2018-04-08 22:00	1	2.5	支付宝	0	可口可乐
2018-04-04 00:00	4	10.0	微信	0	雪碧
2018-04-01 07:00	2	5.0	微信	0	雪碧
2018-04-06 22:00	9	22.5	微信	0	可口可乐
2018-04-03 15:00	9	22.5	微信	0	雪碧
2018-04-16 02:00	1	3.0	微信	0	可口可乐
2018-04-11 14:00	1	3.0	微信	0	可口可乐
2018-04-29 16:00	1	2.5	微信	0	雪碧
2018-04-25 13:00	3	7.5	支付宝	0	雪碧
2018-04-07 17:00	8	20.0	支付宝	0	雪碧
2018-04-07 01:00	6	18.0	微信	0	可口可乐
2018-04-02 13:00	9	27.0	微信	0	雪碧
2018-04-25 10:00	7	17.5	微信	0	可口可乐
2018-04-12 19:00	2	5.0	微信	0	可口可乐
2018-04-15 07:00	6	18.0	微信	0	雪碧
2018-04-08 12:00	9	22.5	支付宝	0	雪碧
2018-04-21 21:00	3	7.5	支付宝	0	雪碧
2018-04-02 07:00	3	9.0	微信	0	雪碧
2018-04-09 02:00	7	17.5	微信	0	雪碧
2018-04-26 19:00	10	30.0	支付宝	0	可口可乐
2018-04-12 12:00	7	21.0	微信	0	雪碧
2018-04-17 06:00	2	5.0	微信	0	可口可乐
2018-04-20 12:00	4	12.0	微信	0	雪碧
2018-04-11 21:00	1	2.5	微信	0	雪碧
2018-04-22 22:00	8	24.0	支付宝	0	可口可乐
2018-04-06 22:00	10	25.0	支付宝	0	雪碧
2018-04-09 10:00	2	5.0	支付宝	0	可口可乐
2018-04-04 22:00	3	7.5	微信	0	雪碧
2018-04-02 21:00	1	2.5	微信	0	可口可乐
2018-04-06 21:00	6	18.0	微信	0	雪碧
2018-04-04 06:00	9	27.0	微信	0	可口可乐
2018-04-26 17:00	5	12.5	微信	0	雪碧
2018-04-28 04:00	1	3.0	微信	0	可口可乐
2018-04-29 06:00	7	21.0	支付宝	0	雪碧
2018-04-28 05:00	10	30.0	微信	0	雪碧
2018-04-23 00:00	3	7.5	支付宝	0	雪碧
2018-04-21 01:00	2	5.0	微信	0	雪碧
2018-04-06 08:00	8	24.0	支付宝	0	可口可乐
2018-04-24 07:00	1	3.0	微信	0	可口可乐
2018-04-14 15:00	6	15.0	支付宝	0	可口可乐
2018-04-17 20:00	7	21.0	支付宝	0	可口可乐
2018-04-24 15:00	2	6.0	微信	0	可口可乐
2018-04-10 11:00	3	7.5	微信	0	可口可乐
2018-04-28 00:00	6	18.0	支付宝	0	可口可乐
2018-04-07 02:00	10	30.0	支付宝	0	雪碧
2018-04-01 14:00	4	10.0	微信	0	可口可乐
2018-04-05 07:00	6	15.0	微信	0	雪碧
2018-04-13 15:00	2	5.0	支付宝	0	可口可乐
2018-04-14 09:00	4	12.0	微信	0	可口可乐
2018-04-27 04:00	2	6.0	微信	0	雪碧
2018-04-24 19:00	3	9.0	支付宝	0	雪碧
2018-04-18 13:00	3	7.5	支付宝	0	雪碧
2018-04-05 18:00	1	2.5	支付宝	0	雪碧
2018-04-02 08:00	4	10.0	微信	0	雪碧
2018-04-07 17:00	6	15.0	支付宝	0	可口可乐
2018-04-29 18:00	2	5.0	支付宝	0	可口可乐
2018-04-16 13:00	4	12.0	支付宝	0	雪碧
2018-04-29 19:00	2	6.0	支付宝	0	可口可乐
2018-04-24 05:00	9	22.5	支付宝	0	可口可乐
2018-04-28 20:00	10	25.0	微信	0	雪碧
2018-04-18 22:00	2	5.0	支付宝	0	可口可乐
2018-04-20 16:00	1	3.0	支付宝	0	可口可乐
2018-04-27 13:00	8	20.0	微信	0	雪碧
2018-04-20 21:00	7	17.5	支付宝	0	雪碧
2018-04-26 18:00	7	21.0	微信	0	雪碧
2018-04-18 01:00	4	12.0	微信	0	可口可乐
2018-04-20 05:00	4	10.0	微信	0	雪碧
2018-04-20 20:00	3	9.0	支付宝	0	可口可乐
2018-04-23 10:00	10	25.0	微信	0	可口可乐
2018-04-01 08:00	9	27.0	微信	0	雪碧
2018-04-05 19:00	6	18.0	微信	0	可口可乐
2018-04-14 11:00	2	5.0	微信	0	可口可乐
2018-04-03 13:00	8	24.0	微信	0	雪碧
2018-04-26 08:00	9	27.0	微信	0	可口可乐
2018-04-22 02:00	6	18.0	微信	0	雪碧
2018-04-28 01:00	3	7.5	微信	0	雪碧
2018-04-26 12:00	7	17.5	支付宝	0	雪碧
2018-04-24 05:00	8	24.0	支付宝	0	雪碧
2018-04-01 07:00	6	18.0	支付宝	0	可口可乐
2018-04-03 14:00	10	25.0	支付宝	0	雪碧
2018-04-09 11:00	5	12.5	微信	0	雪碧
2018-04-14 04:00	4	10.0	支付宝	0	可口可乐
2018-04-22 11:00	9	27.0	支付宝	0	可口可乐
2018-04-04 17:00	7	21.0	支付宝	0	可口可乐
2018-04-01 11:00	1	2.5	微信	0	雪碧
2018-04-26 13:00	8	20.0	支付宝	0	雪碧
2018-04-20 06:00	9	22.5	支付宝	0	可口可乐
2018-04-01 01:00	4	12.0	支付宝	0	可口可乐
2018-04-12 04:00	9	27.0	微信	0	雪碧
2018-04-26 06:00	8	20.0	微信	0	可口可乐
2018-04-18 06:00	5	15.0	支付宝	0	雪碧
2018-04-13 03:00	3	7.5	支付宝	0	雪碧
2018-04-02 12:00	3	7.5	支付宝	0	可口可乐
2018-04-28 20:00	1	2.5	支付宝	0	可口可乐
2018-04-25 06:00	2	6.0	微信	0	雪碧
2018-04-11 00:00	4	10.0	支付宝	0	雪碧
2018-04-01 22:00	1	3.0	支付宝	0	可口可乐
2018-04-16 10:00	10	30.0	支付宝	0	雪碧
2018-04-23 02:00	7	17.5	微信	0	雪碧
2018-04-11 06:00	10	25.0	微信	0	雪碧
2018-04-05 13:00	7	17.5	微信	0	雪碧
2018-04-25 15:00	2	5.0	支付宝	0	雪碧
2018-04-15 01:00	9	22.5	支付宝	0	可口可乐
2018-04-05 05:00	4	12.0	支付宝	0	雪碧
2018-04-05 11:00	4	12.0	微信	0	雪碧
2018-04-01 15:00	6	18.0	支付宝	0	可口可乐
2018-04-27 02:00	9	27.0	微信	0	可口可乐
2018-04-15 14:00	1	2.5	微信	0	可口可乐
2018-04-26 17:00	4	10.0	微信	0	可口可乐
2018-04-14 17:00	10	25.0	微信	0	可口可乐
2018-04-19 15:00	7	21.0	支付宝	0	雪碧
2018-04-06 19:00	6	18.0	支付宝	0	雪碧
2018-04-19 11:00	6	18.0	支付宝	0	雪碧
2018-04-16 17:00	8	24.0	微信	0	可口可乐
2018-04-07 05:00	9	22.5	微信	0	可口可乐
2018-04-28 01:00	3	7.5	支付宝	0	可口可乐
2018-04-26 06:00	3	7.5	微信	0	可口可乐
2018-04-07 10:00	7	21.0	支付宝	0	可口可乐
2018-04-16 14:00	8	20.0	微信	0	雪碧
2018-04-07 18:00	2	5.0	微信	0	雪碧
2018-04-07 19:00	5	12.5	微信	0	可口可乐
2018-04-15 04:00	7	21.0	支付宝	0	可口可乐
2018-04-18 04:00	6	18.0	支付宝	0	雪碧
2018-04-22 14:00	5	12.5	微信	0	可口可乐
2018-04-14 02:00	10	25.0	支付宝	0	雪碧
2018-04-09 18:00	7	21.0	微信	0	可口可乐
2018-04-02 20:00	7	21.0	支付宝	0	可口可乐
2018-04-21 19:00	8	20.0	支付宝	0	可口可乐
2018-04-01 10:00	3	7.5	微信	0	雪碧
2018-04-11 10:00	3	7.5	支付宝	0	雪碧
2018-04-19 11:00	10	25.0	支付宝	0	雪碧
2018-04-05 11:00	7	21.0	微信	0	雪碧
2018-04-13 09:00	2	5.0	支付宝	0	雪碧
2018-04-04 00:00	8	20.0	微信	0	可口可乐
2018-04-28 12:00	8	24.0	支付宝	0	可口可乐
2018-04-07 02:00	8	20.0	支付宝	0	可口可乐
2018-04-17 14:00	10	30.0	支付宝	0	可口可乐
2018-04-16 13:00	10	25.0	支付宝	0	可口可乐
2018-04-03 08:00	10	25.0	支付宝	0	可口可乐
2018-04-12 19:00	1	2.5	微信	0	可口可乐
2018-04-29 09:00	2	5.0	支付宝	0	雪碧
2018-04-24 10:00	6	18.0	支付宝	0	雪碧
2018-04-01 01:00	3	7.5	微信	0	雪碧
