年纪,家庭收入,标签,工作性质_Private,工作性质_Self-emp,工作性质_Unemployed,学位_Highschool,学位_Master,学位_PhD,婚姻状况_Married,婚姻状况_Single,婚姻状况_Widowed,工作类型_Full-time,工作类型_Intern,工作类型_Part-time,家庭情况_Living with Family,家庭情况_Living with Roommates,族裔_Black,族裔_Hispanic,族裔_Other,族裔_White,性别_Male,工作地点_Suburban,工作地点_Urban
1.2955134342456422,1.4796247855236238,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
0.7062381926609265,0.20968920269879446,1,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
-1.519912719992444,-1.2923222964906853,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0.7717132195036727,0.6874422208607325,1,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True
-0.799687424722236,0.1702330195227237,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
1.6883635953021194,-0.7128790231195385,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
0.6407631658181803,0.4712798735297165,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.21041218313752028,0.9509811203948569,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
-0.6032623441939974,0.9184438802768882,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
-1.3234876394642054,1.5843921496191986,1,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
-1.4544376931496978,1.6758314444554825,1,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
0.8371882463464189,0.06894333470108946,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
1.557413541616627,0.8435554255453797,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
-0.5377873173512512,-0.8793160191566693,1,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
1.557413541616627,0.036187601644443755,1,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True
0.5752881389754341,0.7658629781008509,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
1.2955134342456422,0.969534812437504,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1.4264634879311346,0.1718717165628005,1,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
-1.3889626663069516,-0.12354894427326205,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
-0.6032623441939974,-1.1677084904652915,0,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
-1.6508627736779364,0.26524103235739704,1,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True
1.230038407402896,0.6988584769066006,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1.4264634879311346,0.13487357894684493,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False
0.7717132195036727,-1.1809819364899135,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
0.1169629510762107,0.025445032159496027,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.34136223682301264,-1.5931870730487805,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.3788630584471955,0.3697170725347361,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.9681383000319113,-0.5623555961160421,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-1.3234876394642054,-0.05583434102831187,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0.7717132195036727,-1.3006250281604075,0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True
-0.8651624515649822,1.1235723342047206,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True
0.3133880316044493,0.15934478807865807,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1.0990883537174037,-0.3637273071138476,1,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.5098131121326879,-0.6383911387756044,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
-0.6687373710367436,-0.08046941986413268,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
-0.27588720998026645,1.5705906789927742,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1.0336133268746575,0.5142319437246177,1,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
-0.6687373710367436,-0.6212212353445777,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False
0.6407631658181803,-1.3231480085890182,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
-1.3889626663069516,-1.3804659895019258,0,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,False
1.6228885684593732,-1.6976266977363401,0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
-1.3889626663069516,-1.1849512248758771,0,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False
-1.3889626663069516,0.3838644903140656,1,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
-1.3889626663069516,-0.1110584312788991,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1.230038407402896,-1.2970927256517977,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0.5752881389754341,-0.4569327532044365,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
-0.21041218313752028,-1.1569295054905644,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True
1.3609884610883884,-0.5556733537415068,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
-0.14493715629477408,-0.9721026871147942,1,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0.4443380852899417,-1.7278515542533117,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
-0.47231229050850504,0.24430212573419383,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
-0.07946212945202788,1.2432882568547736,1,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True
1.557413541616627,-1.3320698035849918,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
-0.799687424722236,1.1179461410337903,1,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
0.9681383000319113,0.16526230516782417,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
-1.0615875320932209,0.43186010584342527,1,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False
0.5098131121326879,-1.1090795519203225,0,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
0.6407631658181803,1.6994650973223675,1,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
0.5098131121326879,0.22862525738412603,1,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True
0.5752881389754341,-0.6332929702064767,1,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False
-0.6032623441939974,0.45951767033094326,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False
0.3788630584471955,-1.0073528812213346,0,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
0.1169629510762107,0.6067819109991759,1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True
-0.07946212945202788,-1.271802167999946,0,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True
-0.5377873173512512,-0.5152521600862798,1,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
-0.47231229050850504,-0.6337663715736099,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False
-1.127062558935967,1.134260280454999,1,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True
1.4264634879311346,0.15217093659209974,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
1.4919385147738808,1.6101014854035143,1,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True
1.557413541616627,-1.2045427583772395,0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True
-0.7342123978794898,-0.9957727554714586,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
0.9681383000319113,0.7633503093060665,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
-0.5377873173512512,1.4172996747660371,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
0.3788630584471955,-1.0817133113510404,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.1824379779189569,-0.4595000452338901,1,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
0.9681383000319113,-1.4128939831505563,0,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False
1.6883635953021194,-0.8759475863520672,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False
0.3788630584471955,-0.21544343273178948,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0.9026632731891651,0.5219520275578683,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1.230038407402896,-1.5179344634194774,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
-0.6032623441939974,-1.380666274695713,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
0.3133880316044493,-1.247258127888574,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.3133880316044493,-1.434907146722254,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0.05148792423346451,0.12884681538834036,1,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
1.6883635953021194,-1.697298958328325,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
1.6228885684593732,0.6379717779953037,1,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False
1.0990883537174037,0.8038625416857423,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
-1.1925375857787133,-0.0003189268594887787,1,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
