Date,Value1,Value2,Value3
2023-02-05,-0.48928283382662613,-0.8667507129027024,13.554635329908379
2023-02-06,-0.4377835556408486,-1.0911209821065924,14.432398225046953
2023-02-07,-0.7414793597347029,-0.8194573539212837,13.028542235716674
2023-02-08,-0.759667934296401,-0.8453191461446129,12.967404257709356
2023-02-09,-0.682173864105843,-0.6270715952393574,13.89182414050144
2023-02-10,-0.6959406374554393,-0.7175525671503854,14.212133226982216
2023-02-11,-0.8128088848092299,-0.569317810193138,14.104255641028331
2023-02-12,-0.8932929342143083,-0.4212592048735031,13.187384477618252
2023-02-13,-0.9547222429996735,-0.29433507835154116,14.277048020444612
2023-02-14,-1.1060164204102882,-0.406248656285653,13.769875802511391
2023-02-15,-1.0540309517356932,-0.2220889614587362,14.857449339741654
2023-02-16,-1.0420816527282148,-0.13664939988170205,14.806414700937871
2023-02-17,-0.8942247315841267,-0.05410404917351111,14.253678197288584
2023-02-18,-0.9594026843080726,0.28804471629195766,14.567187144346729
2023-02-19,-1.153866762198032,0.2511426021620943,14.395016354633414
2023-02-20,-0.9190867698298537,0.18157529695576458,14.993786079504117
2023-02-21,-0.9543330823133529,0.49336412773738686,15.603199300954138
2023-02-22,-0.9386040031173237,0.7036549661563721,14.73326763009856
2023-02-23,-0.7560416583310972,0.6795875543441399,15.57865642358807
2023-02-24,-0.6521593339341913,0.5034891324482593,15.162006869205738
2023-02-25,-0.592559003337463,0.6794730943664629,15.131201774823603
2023-02-26,-0.6931163678874431,0.9197118714984591,15.574625523540309
2023-02-27,-0.5574753055807338,0.7793746966231102,15.211022054870716
2023-02-28,-0.40547305894465396,0.9430646256847621,15.552321075969624
2023-03-01,-0.24866376610735746,1.015617392389409,15.330709294911607
2023-03-02,-0.298260455909975,0.875464154058109,17.01251332022704
2023-03-03,-0.1705071571824362,0.9824369896603896,16.148285042317525
2023-03-04,-0.16263955425130244,0.6745200354019972,15.881293024898179
2023-03-05,-0.07116665816508894,0.8963866507779165,16.4386482468244
2023-03-06,0.2296776373712465,0.9636668436984702,16.375996779174685
2023-03-07,0.3825221652558468,0.844263114046798,16.422178516816306
2023-03-08,0.3356784980988668,1.1026205220374492,16.94024917916744
2023-03-09,0.5357537201818634,0.7572227561456845,17.112422196732197
2023-03-10,0.5596907805189517,0.8080045265650115,16.56892028046609
2023-03-11,0.5418583799821062,0.8082564217435515,16.646764246511832
2023-03-12,0.7192334486917991,0.8744578978851179,16.89765003082116
2023-03-13,0.9067271192387626,0.5145218759113517,15.984717809592007
2023-03-14,0.8115717369582375,0.695560193103997,16.478585373423336
2023-03-15,1.0256228386120032,0.49555697407524396,18.02012055080769
2023-03-16,0.6524163251518563,0.30668169267973605,18.25966978639888
2023-03-17,1.0325851823248369,0.35725612129716233,17.413170422432867
2023-03-18,0.9855121062842863,0.23402580600244433,17.92646943630175
2023-03-19,0.963460941854937,0.05501125914454272,17.894318544608453
2023-03-20,1.0090667718616884,0.02176532385085258,19.378636384127116
2023-03-21,0.7975716674075131,-0.12414329100889997,18.4994859481796
2023-03-22,0.9607440320771771,-0.1737932259626616,17.97624220928474
2023-03-23,0.9948873669976216,-0.21659639190142652,17.66293329728773
2023-03-24,1.0737501526586948,-0.21901809120135055,17.43798287002197
2023-03-25,0.8315733319738731,-0.5924006008226225,18.44344036064718
2023-03-26,0.7510750967938165,-0.341585568268603,18.06403568263423
2023-03-27,0.721876861588437,-0.8307674597095344,17.83158671304036
2023-03-28,0.7959291346026394,-0.7249927425187651,18.31992963828075
2023-03-29,0.6624915174996652,-0.7180744388222952,18.202944591157628
2023-03-30,0.4955136200344672,-0.8080581634672419,19.68779192306392
2023-03-31,0.5131541198512466,-0.9492397791341803,19.385543496565177
2023-04-01,0.3802119875889769,-0.9496430027263371,19.04123980999496
2023-04-02,0.37230636433481096,-1.0106178239016825,19.885700712661095
2023-04-03,0.10739435876167124,-1.043039294445196,19.284915309602702
2023-04-04,0.04519887507848016,-0.9119958799939811,18.91609156767758
2023-04-05,-0.061667147614371656,-0.9640462761771129,20.208798219539354
2023-04-06,-0.26900261410411097,-1.0617408086049445,19.817193715309667
2023-04-07,-0.19199605210547405,-0.8851758281059969,19.129618128866923
2023-04-08,-0.29222298768856847,-0.917250510051399,19.653574379551163
2023-04-09,-0.4113249515395163,-0.8299716354378674,19.411437104463403
2023-04-10,-0.5246464355838408,-0.8023757010270542,19.258348878236426
2023-04-11,-0.7270181068026343,-0.8935856058630096,20.513340030047228
2023-04-12,-0.7059300508847186,-0.8038700768078209,21.10546208907929
2023-04-13,-0.7698215556480515,-0.6027409668913127,19.551972494497466
2023-04-14,-0.8800390565094631,-0.5392144516420831,20.633243412315135
2023-04-15,-0.8721292258245649,-0.519064896907966,20.12694002197175
2023-04-16,-0.8631459164846753,-0.4167478172192935,20.30920112721313
2023-04-17,-0.7533638917208278,-0.2078955486426556,20.35706936953886
2023-04-18,-0.953449452078792,-0.29861307262796494,20.3217734593812
2023-04-19,-0.9642783016631586,-0.08612344061668134,20.878532170756333
2023-04-20,-1.0066123699710112,-0.06100836450299677,20.539298811141215
2023-04-21,-1.1900954807874142,0.03789851391488583,21.19050479479947
2023-04-22,-0.989846052650484,0.2693978819987378,21.130659839747793
2023-04-23,-0.9601849288855713,0.3403054756315897,21.13680738360197
2023-04-24,-0.6891458056295505,0.43475702965174656,20.903002088577193
2023-04-25,-0.9145271776611723,0.576029507669977,21.16890076687664
2023-04-26,-0.8159219046576256,0.5351616574920844,21.935484557636496
2023-04-27,-0.7917945517125166,0.6834564261108391,21.90875005109862
2023-04-28,-0.83948195321248,0.6602249362837237,21.27001634744997
2023-04-29,-0.5353298358744376,0.7926824420712407,21.908962635126677
2023-04-30,-0.49486073028088323,0.8085928992747509,22.33549255666077
2023-05-01,-0.4056396239486518,0.8843563290317475,21.225598866977002
2023-05-02,-0.4854782007180217,0.9783947034246941,22.43248411629047
2023-05-03,-0.16007486762934556,0.8720056389900027,21.929994653190395
2023-05-04,-0.34332299607650507,1.188388868113248,22.64710837952271
2023-05-05,-0.045185651947266973,0.8939890019517134,22.080681979517685
2023-05-06,0.21548902607137027,0.878574814225255,21.6603730200195
2023-05-07,-0.0022594507288513643,1.1111155062956497,21.849545363972993
2023-05-08,0.1395382554763165,1.0597365649994694,22.78786156880808
2023-05-09,0.3035272336770965,1.018351987723444,22.994182858900942
2023-05-10,0.3376458967138258,0.9844966762998808,22.512665808050812
2023-05-11,0.3234427547116536,0.8768579175235351,23.38462286255452
2023-05-12,0.5710517947790681,0.7359157929436024,22.335069114594162
2023-05-13,0.5379575201322245,0.7724477387113492,23.2332917589678
2023-05-14,0.7650382197973756,0.62865792827685,22.761326070973045
2023-05-15,0.6919846387317982,0.7183649037695463,23.141418629516007
2023-05-16,0.9972569956469379,0.52436021669594,23.591538531638108
2023-05-17,0.8137743796611524,0.3692888680817498,23.238135025900736
2023-05-18,0.9007264125721985,0.3279125659074514,23.576566448990615
2023-05-19,1.0457017471558516,0.3059231295083471,24.372493138275566
2023-05-20,0.8629485878747967,0.1101656493195963,23.68140331146958
2023-05-21,1.0205146894438644,-0.015456559587705518,24.48819781482654
2023-05-22,1.1301469109786713,-0.009312237814659896,23.606000844027974
2023-05-23,0.8302617218592722,-0.10929082393268018,24.53625887287724
2023-05-24,0.9910493140666409,-0.28323810318028775,25.092643606811365
2023-05-25,0.9703345045718,-0.3760570294377385,23.23653955898158
2023-05-26,0.9847582256005242,-0.39883773854715576,24.174416693872804
2023-05-27,0.735961184347959,-0.6556813366315093,24.961902897761128
2023-05-28,0.6720150403197034,-0.7352935901106927,24.67234665371217
2023-05-29,0.7925445181113413,-0.744065622440512,25.059944795982137
2023-05-30,0.6988666835721337,-0.764455674828206,24.672881778501388
2023-05-31,0.6162819391782067,-0.775410296554386,25.118671778158564
2023-06-01,0.5419750418115985,-0.7142161099541404,25.098040779288887
2023-06-02,0.35030520906382395,-0.8225394289612475,25.86027294037764
2023-06-03,0.34828884318008557,-0.9616860535666598,25.50409484376116
2023-06-04,0.25784588931425384,-0.9754364630634834,25.64618826571097
2023-06-05,0.05827219826953549,-1.0918052577920112,25.371950964174946
2023-06-06,0.21614444962069443,-1.0014141143273039,25.434588847762747
2023-06-07,-0.023488448680398483,-1.0263513005576357,25.562615378451998
2023-06-08,-0.28972557403354826,-0.9530693383965774,26.076623056113775
2023-06-09,-0.20294165635142758,-1.0459757311765943,25.769407257077305
2023-06-10,-0.461356227337134,-0.8795080357878348,26.22528943849846
2023-06-11,-0.37679819165642997,-0.7369584884499989,27.218604921935786
2023-06-12,-0.42666859620025344,-0.8509136342460126,26.716969386891726
2023-06-13,-0.7061425551024719,-0.7411938123129985,26.218897781654775
2023-06-14,-0.6029845618073173,-0.6457922151858464,27.083019021383482
2023-06-15,-0.7262341952361208,-0.681156280187734,26.378876886353545
2023-06-16,-0.7457504547972332,-0.5383831220112627,25.66435481783821
2023-06-17,-0.6903654069126262,-0.4736316072626912,26.279876442531247
2023-06-18,-0.9477901148890949,-0.3744289947312553,25.94902615003984
2023-06-19,-1.0325138295248755,-0.36692592981014566,26.809167881094925
2023-06-20,-1.0703208619954112,-0.18967931174446148,27.09463632527317
2023-06-21,-1.0772754222725942,-0.04289684936472807,28.024148304378848
2023-06-22,-1.0076807369508312,0.15278685156143673,27.449895847686104
2023-06-23,-0.9600395820273275,0.20389130992214405,27.2773844089624
2023-06-24,-0.950636648746739,0.4224846069983451,27.902139976521394
2023-06-25,-0.8698650412930509,0.22754296298333082,26.48237204398852
2023-06-26,-0.9159470995336172,0.48555029239531633,27.80624949010956
2023-06-27,-0.7273007092707414,0.5066730092984326,28.174377320561575
2023-06-28,-0.8457195800112403,0.7924112418782939,27.150154113290984
2023-06-29,-0.4855686398478196,0.5719060480426841,28.56182677034718
2023-06-30,-0.6257047343311751,0.6414810429526075,28.25970046505374
2023-07-01,-0.6977269256315847,0.7309098536870874,27.983310816918948
2023-07-02,-0.6366635474049831,0.635873985269491,28.607848219485305
2023-07-03,-0.3935455844127387,0.8445416022004388,29.527306227897174
2023-07-04,-0.3718989466026514,0.8610034495910717,28.583395439087038
2023-07-05,-0.1823846858559227,0.9823001026235335,28.71707511727077
2023-07-06,-0.1081317795391594,1.0220184871419271,28.463786886913297
2023-07-07,-0.06284034289991514,1.1860725759531114,28.369047664513836
2023-07-08,-0.03977803306589224,1.0940338100977651,29.30964027008117
2023-07-09,-0.0065777491483150485,0.9317549179553691,28.566932961417425
2023-07-10,0.19879867445251467,0.8800719387385435,29.131260505544372
2023-07-11,0.4251762840463905,0.9897848311903901,28.95715117611493
2023-07-12,0.4536053257367964,0.7697563972220728,29.5359723249335
2023-07-13,0.39591978807050754,1.0370114068152037,29.56381597726659
2023-07-14,0.620856517931436,0.9152779252669,30.016257409314882
2023-07-15,0.7190238585566276,0.6858378331479716,29.34298175032137
2023-07-16,0.6621923716576197,0.4894682757019009,29.563554994664873
2023-07-17,0.8284615942371432,0.7175265180541328,29.30961311698322
2023-07-18,0.8732150208405544,0.4861677496138172,29.677350857399134
2023-07-19,0.7986482209445653,0.5318636930107381,30.188650246522425
