support,itemsets
0.014105033050538698,frozenset({'GIN AND TONIC MUG'})
0.017123822411908605,frozenset({'GINGHAM HEART  DOORSTOP RED'})
0.011710820798417738,frozenset({'GLASS  BEURRE DISH'})
0.015198042991724354,frozenset({'GLASS HONEYPOT WASP CATCHER'})
0.017227918596783427,frozenset({'GLITTER BUTTERFLY CLIPS'})
0.012907926924478218,frozenset({'GLITTER HANGING BUTTERFLY STRING'})
0.030916566907822827,frozenset({'GRAND CHOCOLATECANDLE'})
0.01176286889085515,frozenset({'GREEN 3 PIECE MINI DOTS CUTLERY SET'})
0.011710820798417738,frozenset({'GREEN GINGHAM FLOWER JEWELLERY BOX'})
0.0136886483110394,frozenset({'GREEN REGENCY TEACUP AND SAUCER'})
0.010669858949669495,frozenset({'GREEN SPOTTY CUP'})
0.011346484151355854,frozenset({'GREY FLORAL FELTCRAFT SHOULDER BAG'})
0.02300525685733618,frozenset({'GREY HEART HOT WATER BOTTLE'})
0.012283349815229272,frozenset({'GROW YOUR OWN BASIL IN ENAMEL MUG'})
0.015718523916098476,frozenset({'GROW YOUR OWN PLANT IN A CAN '})
0.019778275126216625,frozenset({'GUMBALL COAT RACK'})
0.03799510747931088,frozenset({'HAND OVER THE CHOCOLATE   SIGN '})
0.012283349815229272,frozenset({'HAND WARMER BABUSHKA DESIGN'})
0.02706500806745433,frozenset({'HAND WARMER BIRD DESIGN'})
0.028574402748139282,frozenset({'HAND WARMER OWL DESIGN'})
0.020246707958153334,frozenset({'HAND WARMER RED RETROSPOT'})
0.02784572945401551,frozenset({'HAND WARMER SCOTTY DOG DESIGN'})
0.02227658356321241,frozenset({'HAND WARMER UNION JACK'})
0.027221152344766564,frozenset({'HANGING HEART JAR T-LIGHT HOLDER'})
0.038567636496122416,frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'})
0.026492479050642795,frozenset({'HANGING JAM JAR T-LIGHT HOLDER'})
0.01946598657159215,frozenset({'HANGING METAL HEART LANTERN'})
0.01223130172279186,frozenset({'HANGING METAL STAR LANTERN'})
0.01249154218497892,frozenset({'HAPPY STENCIL CRAFT'})
0.010930099411856556,frozenset({'HEADS AND TAILS SPORTING FUN'})
0.011346484151355854,frozenset({'HEART DECORATION PAINTED ZINC '})
0.014052984958101285,frozenset({'HEART DECORATION WITH PEARLS '})
0.02477489200020819,frozenset({'HEART FILIGREE DOVE  SMALL'})
0.021964295008587934,frozenset({'HEART FILIGREE DOVE LARGE'})
0.025139228647270077,frozenset({'HEART IVORY TRELLIS LARGE'})
0.022901160672461354,frozenset({'HEART IVORY TRELLIS SMALL'})
0.051891948160099934,frozenset({'HEART OF WICKER LARGE'})
0.045490032790298236,frozenset({'HEART OF WICKER SMALL'})
0.06110446052152189,frozenset({'HOME BUILDING BLOCK WORD'})
0.01295997501691563,frozenset({'HOME SMALL WOOD LETTERS'})
0.02045490032790298,frozenset({'HOME SWEET HOME METAL SIGN '})
0.019257794201842503,frozenset({'HOME SWEET HOME MUG'})
0.01150262842866809,"frozenset({'HOOK, 1 HANGER ,MAGIC GARDEN'})"
0.010878051319419144,"frozenset({'HOOK, 5 HANGER , MAGIC TOADSTOOL'})"
0.02326549731952324,frozenset({'HOT BATHS METAL SIGN'})
0.014417321605163172,frozenset({'HOT WATER BOTTLE BABUSHKA '})
0.017852495706032374,frozenset({'HOT WATER BOTTLE I AM SO POORLY'})
0.043772445739863636,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'})
0.021808150731275698,frozenset({'I CAN ONLY PLEASE ONE PERSON MUG'})
0.019570082756466975,"frozenset({""I'M ON HOLIDAY METAL SIGN""})"
0.013428407848852339,frozenset({'INFLATABLE POLITICAL GLOBE '})
0.015874668193410713,frozenset({'IVORY HANGING DECORATION  HEART'})
0.024306459168271483,frozenset({'IVORY KITCHEN SCALES'})
0.04257533961380315,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'})
0.011190339874043616,frozenset({'JUMBO BAG DOLLY GIRL DESIGN'})
0.027481392806953626,frozenset({'JUMBO BAG OWLS'})
0.010669858949669495,frozenset({'JUMBO BAG PINK POLKADOT'})
0.033310779159943786,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'})
0.037058241815437466,frozenset({'JUMBO BAG PINK WITH WHITE SPOTS'})
0.0551709779836569,frozenset({'JUMBO BAG RED RETROSPOT'})
0.024202362983396657,frozenset({'JUMBO BAG RED WHITE SPOTTY '})
0.033518971529693437,frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'})
0.02633633477333056,frozenset({'JUMBO BAG SPACEBOY DESIGN'})
0.04559412897517306,frozenset({'JUMBO BAG STRAWBERRY'})
0.022432727840524646,frozenset({'JUMBO BAG TOYS '})
0.022640920210274293,frozenset({'JUMBO BAG WOODLAND ANIMALS'})
0.04793629313485661,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'})
0.028626450840576693,frozenset({'JUMBO STORAGE BAG SKULLS'})
0.050226409202102744,frozenset({'JUMBO STORAGE BAG SUKI'})
0.018216832353094257,"frozenset({'KEY FOB , BACK DOOR '})"
0.01316816738666528,"frozenset({'KEY FOB , FRONT  DOOR '})"
0.01634310102534742,"frozenset({'KEY FOB , GARAGE DESIGN'})"
0.020767188882527456,"frozenset({'KEY FOB , SHED'})"
0.01223130172279186,frozenset({'KINGS CHOICE BISCUIT TIN'})
0.014573465882475408,frozenset({'KINGS CHOICE CIGAR BOX MATCHES '})
0.011450580336230677,frozenset({'KINGS CHOICE MUG'})
0.014573465882475408,frozenset({'KINGS CHOICE TEA CADDY '})
0.017227918596783427,frozenset({'KITCHEN METAL SIGN'})
0.02545151720189455,frozenset({'KNITTED UNION FLAG HOT WATER BOTTLE'})
0.028210066101077395,frozenset({'LADIES & GENTLEMEN METAL SIGN'})
0.010721907042106908,frozenset({'LADYBIRD + BEE RAFFIA FOOD COVER'})
0.016603341487534482,frozenset({'LARGE CAKE STAND  HANGING STRAWBERY'})
0.01608286056316036,frozenset({'LARGE HEART MEASURING SPOONS'})
0.019986467495966272,frozenset({'LARGE POPCORN HOLDER '})
0.015822620100973298,frozenset({'LAUNDRY 15C METAL SIGN'})
0.01769635142872014,frozenset({'LAVENDER SCENTED FABRIC HEART'})
0.04939363972310415,frozenset({'LOVE BUILDING BLOCK WORD'})
0.010461666579919846,frozenset({'LOVE LARGE WOOD LETTERS '})
0.022172487378337585,frozenset({'LOVEBIRD HANGING DECORATION WHITE '})
0.05064279394160204,frozenset({'LUNCH BAG  BLACK SKULL.'})
0.04434497475667517,frozenset({'LUNCH BAG CARS BLUE'})
0.014937802529537293,frozenset({'LUNCH BAG DOLLY GIRL DESIGN'})
0.03799510747931088,frozenset({'LUNCH BAG PINK RETROSPOT'})
0.013532504033727164,frozenset({'LUNCH BAG RED RETROSPOT'})
0.05506688179878207,frozenset({'LUNCH BAG RED SPOTTY'})
0.04731171602560766,frozenset({'LUNCH BAG SPACEBOY DESIGN '})
0.04965388018529121,frozenset({'LUNCH BAG SUKI  DESIGN '})
0.0410659449331182,frozenset({'LUNCH BAG WOODLAND'})
0.015198042991724354,frozenset({'LUNCH BOX I LOVE LONDON'})
0.010045281840420549,frozenset({'LUNCH BOX WITH CUTLERY FAIRY CAKES '})
0.017384062874095666,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT '})
0.015926716285848123,frozenset({'LUSH GREENS RIBBONS'})
0.012387446000104095,frozenset({'MA CAMPAGNE CUTLERY BOX'})
0.010409618487482434,frozenset({'MAGIC DRAWING SLATE DOLLY GIRL '})
0.014052984958101285,frozenset({'MAGIC DRAWING SLATE SPACEBOY '})
0.01030552230260761,frozenset({'MAN FLU METAL SIGN'})
0.021183573622026754,frozenset({'MEMO BOARD COTTAGE DESIGN'})
0.02066309269765263,frozenset({'MEMO BOARD RETROSPOT  DESIGN'})
0.020558996512777806,frozenset({'METAL 4 HOOK HANGER FRENCH CHATEAU'})
0.011971061260604798,frozenset({'METAL MERRY CHRISTMAS WREATH'})
0.010253474210170197,frozenset({'METAL SIGN NEIGHBOURHOOD WITCH '})
0.02206839119346276,frozenset({'METAL SIGN TAKE IT OR LEAVE IT '})
0.017384062874095666,frozenset({'MINI CAKE STAND  HANGING STRAWBERY'})
0.015926716285848123,frozenset({'MINI PAINT SET VINTAGE '})
0.012595638369853744,frozenset({'MINI WOODEN HAPPY BIRTHDAY GARLAND'})
0.013740696403476813,frozenset({'MINT KITCHEN SCALES'})
0.012647686462291157,frozenset({'MOROCCAN TEA GLASS'})
0.010461666579919846,frozenset({'MOUSE TOY WITH PINK T-SHIRT'})
0.015458283453911413,frozenset({'MULTI COLOUR SILVER T-LIGHT HOLDER'})
0.019882371311091447,frozenset({'Manual'})
0.015510331546348826,frozenset({'NATURAL SLATE CHALKBOARD LARGE '})
0.036433664706188515,frozenset({'NATURAL SLATE HEART CHALKBOARD '})
0.018268880445531672,frozenset({'NATURAL SLATE RECTANGLE CHALKBOARD'})
0.010253474210170197,frozenset({'NO JUNK MAIL METAL SIGN'})
0.031228855462447302,frozenset({'NO SINGING METAL SIGN'})
0.014937802529537293,frozenset({'NOEL WOODEN BLOCK LETTERS '})
0.012439494092541508,frozenset({'OPEN CLOSED METAL SIGN'})
0.01223130172279186,frozenset({'ORGANISER WOOD ANTIQUE WHITE '})
0.025139228647270077,frozenset({'PACK 20 ENGLISH ROSE PAPER NAPKINS'})
0.012907926924478218,frozenset({'PACK 3 BOXES CHRISTMAS PANNETONE'})
0.02035080414302816,frozenset({'PACK OF 12 HEARTS DESIGN TISSUES '})
0.01415708114297611,frozenset({'PACK OF 12 LONDON TISSUES '})
0.010357570395045021,frozenset({'PACK OF 12 PINK PAISLEY TISSUES '})
0.011658772705980326,frozenset({'PACK OF 12 RED SPOTTY TISSUES '})
0.01103419559673138,frozenset({'PACK OF 12 SKULL TISSUES'})
0.014365273512725759,frozenset({'PACK OF 12 SUKI TISSUES '})
0.015562379638786239,frozenset({'PACK OF 12 TRADITIONAL CRAYONS'})
0.010669858949669495,frozenset({'PACK OF 12 WOODLAND TISSUES '})
0.013844792588351636,frozenset({'PACK OF 20 SKULL PAPER NAPKINS'})
0.03455993337844168,frozenset({'PACK OF 6 BIRDY GIFT TAGS'})
0.010982147504293967,frozenset({'PACK OF 6 HANDBAG GIFT BOXES'})
0.019049601832092852,frozenset({'PACK OF 6 PANNETONE GIFT BOXES'})
0.010513714672357259,frozenset({'PACK OF 6 SKULL PAPER CUPS'})
0.010669858949669495,frozenset({'PACK OF 6 SKULL PAPER PLATES'})
0.031801384479258836,frozenset({'PACK OF 60 DINOSAUR CAKE CASES'})
0.023213449227085826,frozenset({'PACK OF 60 MUSHROOM CAKE CASES'})
0.04830062978191849,frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'})
0.026700671420392442,frozenset({'PACK OF 60 SPACEBOY CAKE CASES'})
0.060375787227398114,frozenset({'PACK OF 72 RETRO SPOT CAKE CASES'})
0.018841409462343205,frozenset({'PACK OF 72 RETROSPOT CAKE CASES'})
0.034924270025503565,frozenset({'PACK OF 72 SKULL CAKE CASES'})
0.019518034664029564,frozenset({'PAINTED METAL PEARS ASSORTED'})
0.01634310102534742,frozenset({'PAPER BUNTING COLOURED LACE'})
0.031593192109509186,frozenset({'PAPER BUNTING RETRO SPOTS'})
0.012647686462291157,frozenset({'PAPER BUNTING VINTAGE PAISLEY'})
0.02159995836152605,frozenset({'PAPER BUNTING WHITE LACE'})
0.041430281580180084,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})"
0.017540207151407902,frozenset({'PAPER CHAIN KIT EMPIRE'})
0.025503565294331964,frozenset({'PAPER CHAIN KIT RETRO SPOT'})
0.03143704783219695,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'})
0.03695414563056264,frozenset({'PARTY BUNTING'})
0.014833706344662467,frozenset({'PARTY CONE CHRISTMAS DECORATION '})
0.022849112580023943,frozenset({'PARTY METAL SIGN '})
0.01150262842866809,frozenset({'PHARMACIE FIRST AID TIN'})
0.012803830739603393,frozenset({'PICNIC BASKET WICKER LARGE'})
0.018112736168219436,frozenset({'PICNIC BASKET WICKER SMALL'})
0.016186956748035185,frozenset({'PICTURE DOMINOES'})
0.015145994899286941,frozenset({'PICTURE FRAME WOOD TRIPLE PORTRAIT'})
0.01316816738666528,frozenset({'PIGGY BANK RETROSPOT '})
0.015406235361474003,frozenset({'PINK  SPOTTY CUP'})
0.010669858949669495,frozenset({'PINK  SPOTTY PLATE '})
0.021652006453963462,frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'})
0.029667412689324935,frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'})
0.011866965075729975,frozenset({'PINK CHERRY LIGHTS'})
0.03716233800031229,frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '})
0.016707437672409307,frozenset({'PINK DOUGHNUT TRINKET POT '})
0.018320928537969083,"frozenset({""PINK FAIRY CAKE CHILD'S APRON""})"
0.015614427731223651,frozenset({'PINK FAIRY CAKE CHILDRENS APRON'})
0.015041898714412116,frozenset({'PINK FLORAL FELTCRAFT SHOULDER BAG'})
0.02378597824389736,frozenset({'PINK HAPPY BIRTHDAY BUNTING'})
0.019309842294279914,frozenset({'PINK HEART SHAPE EGG FRYING PAN'})
0.010357570395045021,frozenset({'PINK PADDED MOBILE'})
0.011919013168167387,frozenset({'PINK SPOTS  WRAP '})
0.013844792588351636,frozenset({'PINK SPOTTY BOWL'})
0.019101649924530267,frozenset({'PLACE SETTING WHITE HEART'})
0.031332951647322124,frozenset({'PLASTERS IN TIN CIRCUS PARADE '})
0.0256597095716442,frozenset({'PLASTERS IN TIN SKULLS'})
0.031801384479258836,frozenset({'PLASTERS IN TIN SPACEBOY'})
0.022224535470774995,frozenset({'PLASTERS IN TIN STRONGMAN'})
0.028158018008639984,frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '})
0.027741633269140687,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'})
0.038411492218810184,frozenset({'PLEASE ONE PERSON METAL SIGN'})
