antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06938010721907042,0.15723728725342218,0.020298756050590745,0.2925731432858214,1.8607109572825178,0.009389616202112538,1.1913072068835504,0.49705687489244527
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.15723728725342218,0.06938010721907042,0.020298756050590745,0.12909632571996027,1.860710957282518,0.009389616202112538,1.0685681094987411,0.5488745629370628
frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.04621870608442201,0.02467079581533337,0.012127205537917036,0.26238738738738737,10.635546147413235,0.010986953277259355,1.3222783714747848,0.9498778024345832
frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.02467079581533337,0.04621870608442201,0.012127205537917036,0.49156118143459915,10.635546147413235,0.010986953277259355,1.8759017979916346,0.9288921889969441
frozenset({'RETRO SPOT TEA SET CERAMIC 11 PC '}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.03601727996668922,0.04621870608442201,0.011086243689168792,0.3078034682080925,6.659716255272614,0.009421571612428042,1.377905334842547,0.8815961478063348
frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'RETRO SPOT TEA SET CERAMIC 11 PC '}),0.04621870608442201,0.03601727996668922,0.011086243689168792,0.23986486486486486,6.659716255272613,0.009421571612428042,1.2681728227993778,0.8910254981457641
frozenset({'KITCHEN METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.017227918596783427,0.02899078748763858,0.013636600218601988,0.7915407854984895,27.303183324564593,0.013137149291708302,4.658029700602778,0.9802621099621515
frozenset({'BATHROOM METAL SIGN'}),frozenset({'KITCHEN METAL SIGN'}),0.02899078748763858,0.017227918596783427,0.013636600218601988,0.4703770197486535,27.303183324564593,0.013137149291708302,1.8556069469206493,0.9921370690558182
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.022588872117836882,0.02899078748763858,0.017488159058970488,0.7741935483870968,26.70481264840447,0.016833289867816834,4.300183655411885,0.9847990663329605
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.02899078748763858,0.022588872117836882,0.017488159058970488,0.6032315978456014,26.70481264840447,0.016833289867816834,2.4634298562459946,0.9912918989422528
frozenset({'BLUE  SPOTTY CUP'}),frozenset({'PINK  SPOTTY CUP'}),0.015510331546348826,0.015406235361474003,0.011086243689168792,0.714765100671141,46.39453337565754,0.010847287870831248,3.451869904262127,0.993860847701417
frozenset({'PINK  SPOTTY CUP'}),frozenset({'BLUE  SPOTTY CUP'}),0.015406235361474003,0.015510331546348826,0.011086243689168792,0.7195945945945946,46.39453337565754,0.010847287870831248,3.510951106774467,0.9937557717540997
frozenset({'RED SPOTTY CUP'}),frozenset({'BLUE  SPOTTY CUP'}),0.01873731327746838,0.015510331546348826,0.010149378025295372,0.5416666666666666,34.92295861297539,0.009858756084074034,2.1479774584443296,0.9899138680234527
frozenset({'BLUE  SPOTTY CUP'}),frozenset({'RED SPOTTY CUP'}),0.015510331546348826,0.01873731327746838,0.010149378025295372,0.6543624161073825,34.92295861297539,0.009858756084074034,2.8389930159545087,0.9866691067325485
frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),0.021652006453963462,0.023161401134648416,0.01488575443709988,0.6875,29.68300561797753,0.014384263630249635,3.125883516369125,0.9876962958305725
frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),0.023161401134648416,0.021652006453963462,0.01488575443709988,0.6426966292134831,29.68300561797753,0.014384263630249635,2.738143755521926,0.9892224676431837
frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),0.023942122521209596,0.023161401134648416,0.01535418726903659,0.641304347826087,27.688495359062046,0.014799654165307954,2.7233076089579504,0.9875274193417188
frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'}),0.023161401134648416,0.023942122521209596,0.01535418726903659,0.6629213483146067,27.688495359062042,0.014799654165307954,2.8956383698537445,0.9867381550999175
frozenset({'CHILDS GARDEN TROWEL BLUE '}),frozenset({'CHILDS GARDEN TROWEL PINK'}),0.011554676521105502,0.01202310935304221,0.010097329932857961,0.8738738738738738,72.68285168285168,0.00995840679350568,7.833245347272306,0.997770512022244
frozenset({'CHILDS GARDEN TROWEL PINK'}),frozenset({'CHILDS GARDEN TROWEL BLUE '}),0.01202310935304221,0.011554676521105502,0.010097329932857961,0.8398268398268399,72.68285168285169,0.00995840679350568,6.171104587124994,0.998243588337079
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.041690522042367145,0.017852495706032374,0.010826003226981731,0.2596754057428215,14.545608077366849,0.010081723361238124,1.3266444366601484,0.9717640773575761
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.017852495706032374,0.041690522042367145,0.010826003226981731,0.6064139941690961,14.545608077366847,0.010081723361238124,2.4348159328849484,0.9481780706045412
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.043772445739863636,0.041690522042367145,0.020090563680841098,0.4589774078478002,11.009154727814964,0.018265667566874994,1.7712929032139981,0.9507846757117444
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.041690522042367145,0.043772445739863636,0.020090563680841098,0.4818976279650437,11.009154727814964,0.018265667566874994,1.845634387861131,0.9487190996185187
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.045021599958361525,0.041690522042367145,0.013948888773226462,0.30982658959537573,7.431583353178469,0.012071914767779754,1.3885053575098032,0.9062395266961465
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.041690522042367145,0.045021599958361525,0.013948888773226462,0.33458177278402,7.43158335317847,0.012071914767779754,1.4351551565353704,0.903089443613996
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.041690522042367145,0.15723728725342218,0.010149378025295372,0.24344569288389512,1.548269479436702,0.00359407343517456,1.113948734174932,0.3695232206420561
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.15723728725342218,0.041690522042367145,0.010149378025295372,0.06454816285998013,1.548269479436702,0.00359407343517456,1.0244348665640512,0.42018660687138937
frozenset({'CHOCOLATE THIS WAY METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.022901160672461354,0.03799510747931088,0.01030552230260761,0.45,11.843630136986302,0.009435390241456473,1.749099804583071,0.9370253969945015
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'CHOCOLATE THIS WAY METAL SIGN'}),0.03799510747931088,0.022901160672461354,0.01030552230260761,0.27123287671232876,11.8436301369863,0.009435390241456473,1.3407559261449309,0.9517274131784763
frozenset({'COFFEE MUG CAT + BIRD DESIGN'}),frozenset({'COFFEE MUG DOG + BALL DESIGN'}),0.015510331546348826,0.014521417790037995,0.010982147504293967,0.7080536912751678,48.75926727766953,0.01075691549984743,3.3755473275697554,0.9949226584883984
frozenset({'COFFEE MUG DOG + BALL DESIGN'}),frozenset({'COFFEE MUG CAT + BIRD DESIGN'}),0.014521417790037995,0.015510331546348826,0.010982147504293967,0.7562724014336917,48.75926727766952,0.01075691549984743,4.039303198508361,0.9939242677357165
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.033466923437256026,0.0389319731431843,0.016186956748035185,0.4836702954898911,12.423472442843956,0.014884023383590928,1.861345606231724,0.9513458245242213
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.0389319731431843,0.033466923437256026,0.016186956748035185,0.41577540106951877,12.423472442843956,0.014884023383590928,1.6543861356268479,0.9567555895702567
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'COOK WITH WINE METAL SIGN '}),0.03799510747931088,0.033466923437256026,0.012751782647165982,0.3356164383561644,10.028302690726262,0.011480203294165572,1.4547817441047488,0.9358395525066058
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.033466923437256026,0.03799510747931088,0.012751782647165982,0.38102643856920687,10.028302690726262,0.011480203294165572,1.55419383389649,0.9314551668809689
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.033466923437256026,0.038411492218810184,0.012907926924478218,0.3856920684292379,10.04105922863272,0.011622412455280543,1.565320026590646,0.9315862386436674
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.038411492218810184,0.033466923437256026,0.012907926924478218,0.33604336043360433,10.04105922863272,0.011622412455280543,1.4557171642924596,0.9363765332402112
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.033466923437256026,0.15723728725342218,0.010930099411856556,0.3265940902021773,2.0770778732388053,0.0056678511578644435,1.2514928967576202,0.536509731517809
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.15723728725342218,0.033466923437256026,0.010930099411856556,0.06951340615690169,2.0770778732388058,0.0056678511578644435,1.0387393896464068,0.6153029714850368
frozenset({'CREAM CUPID HEARTS COAT HANGER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.026804767605267267,0.15723728725342218,0.011919013168167387,0.4446601941747573,2.8279564086989772,0.007704304224456753,1.5175622274982081,0.6641912522694672
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'CREAM CUPID HEARTS COAT HANGER'}),0.15723728725342218,0.026804767605267267,0.011919013168167387,0.07580271433300231,2.8279564086989777,0.007704304224456753,1.053016761126249,0.7669866622365673
frozenset({'CREAM HEART CARD HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03601727996668922,0.15723728725342218,0.016759485764846718,0.4653179190751445,2.959335709761917,0.011096226368637477,1.5761940465422482,0.6868238538023482
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'CREAM HEART CARD HOLDER'}),0.15723728725342218,0.03601727996668922,0.016759485764846718,0.10658722277391591,2.9593357097619166,0.011096226368637477,1.0789891801484373,0.7856141672599612
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.020975381252277103,0.02212043928590017,0.013376359756414928,0.6377171215880894,28.829315428404616,0.012912375108925324,2.6992154997793305,0.9859947002277537
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.02212043928590017,0.020975381252277103,0.013376359756414928,0.6047058823529412,28.829315428404616,0.012912375108925324,2.4766991843320376,0.9871492607666621
frozenset({'EDWARDIAN PARASOL NATURAL'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.025815853848956436,0.02664862332795503,0.013740696403476813,0.532258064516129,19.973191784274192,0.013052739438366434,2.080958115643682,0.9751060857007323
frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL NATURAL'}),0.02664862332795503,0.025815853848956436,0.013740696403476813,0.515625,19.973191784274192,0.013052739438366434,2.011218882376348,0.9759403564547674
frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL RED'}),0.02664862332795503,0.019153698016967678,0.013428407848852339,0.50390625,26.308561905570652,0.012917988165060769,1.9771390024224904,0.9883271176063628
frozenset({'EDWARDIAN PARASOL RED'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.019153698016967678,0.02664862332795503,0.013428407848852339,0.7010869565217391,26.308561905570652,0.012917988165060769,3.2563027874119324,0.9807750292574471
frozenset({'EDWARDIAN PARASOL NATURAL'}),frozenset({'EDWARDIAN PARASOL RED'}),0.025815853848956436,0.019153698016967678,0.010253474210170197,0.3971774193548387,20.73633086430575,0.009759005141497114,1.6270895176708497,0.9769974851169531
frozenset({'EDWARDIAN PARASOL RED'}),frozenset({'EDWARDIAN PARASOL NATURAL'}),0.019153698016967678,0.025815853848956436,0.010253474210170197,0.5353260869565217,20.73633086430575,0.009759005141497114,2.0964898583835323,0.9703614714212794
frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),0.03919221360537136,0.03221776921875813,0.014833706344662467,0.3784860557768924,11.74774247114933,0.01357102065155234,1.5571367943980237,0.9521959286080858
frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),0.03221776921875813,0.03919221360537136,0.014833706344662467,0.4604200323101777,11.747742471149328,0.01357102065155234,1.780658741851123,0.9453338088687353
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),0.03716233800031229,0.03919221360537136,0.010461666579919846,0.2815126050420168,7.182870757864899,0.009005192290936598,1.3372646383738105,0.8940031449864576
frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.03919221360537136,0.03716233800031229,0.010461666579919846,0.2669322709163347,7.1828707578649,0.009005192290936598,1.3134361584887044,0.8958918840251614
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.020246707958153334,0.021652006453963462,0.012751782647165982,0.6298200514138818,29.088299634170458,0.012313400795784532,2.6428983992320014,0.9855765978299522
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.021652006453963462,0.020246707958153334,0.012751782647165982,0.5889423076923077,29.088299634170458,0.012313400795784532,2.383493388826949,0.9869922794888025
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.021652006453963462,0.020194659865715923,0.013792744495914225,0.6370192307692308,31.54394453806503,0.013355489590166147,2.6993312681845185,0.9897277867503946
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.020194659865715923,0.021652006453963462,0.013792744495914225,0.6829896907216495,31.54394453806503,0.013355489590166147,3.086170906470424,0.9882556816758125
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.020246707958153334,0.020194659865715923,0.012387446000104095,0.6118251928020565,30.29638512707709,0.011978570619488704,2.524134286836003,0.9869757720342706
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.020194659865715923,0.020246707958153334,0.012387446000104095,0.61340206185567,30.29638512707709,0.011978570619488704,2.5342951820815762,0.9869233430423962
frozenset({'FELTCRAFT DOLL EMILY'}),frozenset({'FELTCRAFT DOLL MOLLY'}),0.01868526518503097,0.021756102638838287,0.010149378025295372,0.543175487465181,24.966580480068234,0.009742859478095927,2.141399750930835,0.9782248478864582
frozenset({'FELTCRAFT DOLL MOLLY'}),frozenset({'FELTCRAFT DOLL EMILY'}),0.021756102638838287,0.01868526518503097,0.010149378025295372,0.46650717703349276,24.966580480068234,0.009742859478095927,1.8394150634648296,0.9812956255414356
frozenset({'FELTCRAFT DOLL EMILY'}),frozenset({'FELTCRAFT DOLL ROSIE'}),0.01868526518503097,0.023161401134648416,0.010878051319419144,0.5821727019498607,25.135469938343086,0.01044527439716136,2.337900379951075,0.9784990988421225
frozenset({'FELTCRAFT DOLL ROSIE'}),frozenset({'FELTCRAFT DOLL EMILY'}),0.023161401134648416,0.01868526518503097,0.010878051319419144,0.4696629213483146,25.135469938343086,0.01044527439716136,1.8503604109858525,0.9829828436471322
frozenset({'FELTCRAFT DOLL MOLLY'}),frozenset({'FELTCRAFT DOLL ROSIE'}),0.021756102638838287,0.023161401134648416,0.011606724613542913,0.5334928229665071,23.033702489113487,0.011102822793198196,2.093941201670343,0.9778597733153437
frozenset({'FELTCRAFT DOLL ROSIE'}),frozenset({'FELTCRAFT DOLL MOLLY'}),0.023161401134648416,0.021756102638838287,0.011606724613542913,0.5011235955056179,23.033702489113484,0.011102822793198196,1.9608942987644906,0.979266540892044
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.03799510747931088,0.0389319731431843,0.014313225420288346,0.3767123287671233,9.676168412570508,0.012834000916331413,1.5419333178142316,0.9320673050911649
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.0389319731431843,0.03799510747931088,0.014313225420288346,0.36764705882352944,9.676168412570508,0.012834000916331413,1.5213100625908573,0.9329759003520173
frozenset({'NO SINGING METAL SIGN'}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.031228855462447302,0.0389319731431843,0.011450580336230677,0.36666666666666664,9.41813725490196,0.010234779374074295,1.5174758318791828,0.9226347176704456
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'NO SINGING METAL SIGN'}),0.0389319731431843,0.031228855462447302,0.011450580336230677,0.29411764705882354,9.41813725490196,0.010234779374074295,1.3724257880948663,0.9300297860817763
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.0389319731431843,0.038411492218810184,0.013532504033727164,0.3475935828877006,9.049208005449039,0.012037068850274814,1.4739102537301847,0.9255256306109271
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.038411492218810184,0.0389319731431843,0.013532504033727164,0.3523035230352303,9.049208005449039,0.012037068850274814,1.4838246941847906,0.9250246695118144
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0389319731431843,0.15723728725342218,0.01269973455472857,0.32620320855614976,2.0745919384274427,0.006578176710271182,1.2507668832032544,0.538960283744612
