Step,Loss
134,0.0003276198
135,0.0003276055
136,0.00032759144
137,0.00032757752
138,0.00032756373
139,0.00032754947
140,0.00032753564
141,0.00032752176
142,0.00032750808
143,0.00032749402
144,0.00032748026
145,0.00032746658
146,0.00032745273
147,0.00032743916
148,0.00032742592
149,0.00032741227
150,0.0003273986
151,0.00032738547
152,0.00032737164
153,0.00032735855
154,0.0003273451
155,0.0003273316
156,0.00032731835
157,0.00032730508
158,0.00032729178
159,0.0003272785
160,0.0003272657
161,0.00032725238
162,0.00032723945
163,0.00032722633
164,0.00032721326
165,0.00032720025
166,0.00032718736
167,0.00032717446
168,0.00032716175
169,0.0003271489
170,0.00032713625
171,0.00032712368
172,0.0003271107
173,0.00032709815
174,0.00032708544
175,0.00032707286
176,0.00032706017
177,0.00032704778
178,0.00032703535
179,0.00032702278
180,0.0003270103
181,0.000326998
182,0.00032698546
183,0.0003269734
184,0.00032696078
185,0.00032694888
186,0.00032693663
187,0.00032692443
188,0.00032691206
189,0.00032690025
190,0.000326888
191,0.00032687615
192,0.00032686378
193,0.00032685202
194,0.00032683997
195,0.0003268282
196,0.00032681617
197,0.00032680458
198,0.00032679286
199,0.00032678084
200,0.00032676914
201,0.00032675732
202,0.00032674574
203,0.0003267342
204,0.00032672263
205,0.00032671084
206,0.00032669966
207,0.0003266879
208,0.00032667638
209,0.0003266651
210,0.00032665377
211,0.0003266424
212,0.00032663107
213,0.00032661966
214,0.00032660842
215,0.0003265971
216,0.00032658599
217,0.00032657452
218,0.00032656343
219,0.00032655243
220,0.00032654134
221,0.0003265302
222,0.00032651908
223,0.0003265085
224,0.0003264974
225,0.00032648657
226,0.00032647562
227,0.00032646477
228,0.00032645374
229,0.0003264428
230,0.0003264322
231,0.00032642146
232,0.00032641087
233,0.00032640013
234,0.00032638945
235,0.00032637877
236,0.00032636838
237,0.00032635767
238,0.00032634713
239,0.0003263365
240,0.00032632615
241,0.00032631552
242,0.00032630525
243,0.00032629512
244,0.00032628456
245,0.0003262742
246,0.0003262639
247,0.0003262537
248,0.00032624352
249,0.00032623307
250,0.00032622291
251,0.00032621284
252,0.0003262028
253,0.0003261928
254,0.00032618246
255,0.00032617248
256,0.00032616244
257,0.00032615254
258,0.00032614273
259,0.0003261328
260,0.0003261228
261,0.00032611287
262,0.00032610312
263,0.0003260934
264,0.0003260836
265,0.00032607384
266,0.00032606404
267,0.0003260543
268,0.0003260447
269,0.000326035
270,0.00032602533
271,0.00032601572
272,0.00032600627
273,0.00032599678
274,0.0003259872
275,0.00032597754
276,0.0003259682
277,0.00032595877
278,0.00032594916
279,0.00032594
280,0.00032593074
281,0.00032592125
282,0.00032591185
283,0.00032590277
284,0.00032589334
285,0.00032588438
286,0.000325875
287,0.00032586607
288,0.00032585664
289,0.0003258478
290,0.00032583863
291,0.00032582975
292,0.00032582055
293,0.0003258114
294,0.00032580257
295,0.00032579343
296,0.00032578426
297,0.0003257758
298,0.00032576695
299,0.00032575772
300,0.0003257491
301,0.00032574005
302,0.00032573153
303,0.00032572274
304,0.00032571427
305,0.00032570533
306,0.00032569654
307,0.00032568758
308,0.00032567937
309,0.00032567084
310,0.00032566194
311,0.0003256534
312,0.00032564494
313,0.0003256365
314,0.000325628
315,0.00032561927
316,0.00032561124
317,0.0003256027
318,0.00032559407
319,0.0003255859
320,0.0003255775
321,0.00032556904
322,0.00032556092
323,0.0003255526
324,0.00032554424
325,0.00032553595
326,0.00032552794
327,0.00032551962
328,0.00032551133
329,0.00032550353
330,0.00032549514
331,0.0003254871
332,0.0003254792
333,0.00032547102
334,0.00032546287
335,0.00032545495
336,0.00032544692
337,0.00032543935
338,0.00032543126
339,0.00032542332
340,0.00032541525
341,0.00032540766
342,0.00032539954
343,0.00032539162
344,0.0003253839
345,0.00032537626
346,0.00032536846
347,0.00032536086
348,0.00032535303
349,0.00032534535
350,0.00032533758
351,0.00032532995
352,0.00032532256
353,0.00032531493
354,0.00032530722
355,0.00032529962
356,0.00032529232
357,0.00032528455
358,0.0003252771
359,0.0003252697
360,0.00032526202
361,0.00032525492
362,0.00032524727
363,0.00032524002
364,0.0003252329
365,0.0003252254
366,0.00032521793
367,0.00032521057
368,0.0003252032
369,0.00032519587
370,0.00032518856
371,0.00032518167
372,0.00032517422
373,0.00032516706
374,0.00032516
375,0.00032515253
376,0.00032514584
377,0.0003251386
378,0.00032513164
379,0.00032512445
380,0.00032511723
381,0.00032511022
382,0.0003251033
383,0.00032509636
384,0.0003250893
385,0.00032508228
386,0.0003250755
387,0.00032506857
388,0.00032506153
389,0.000325055
390,0.00032504793
391,0.00032504107
392,0.00032503434
393,0.00032502756
394,0.0003250208
395,0.00032501403
396,0.00032500774
397,0.00032500073
398,0.0003249938
399,0.00032498722
400,0.00032498065
401,0.00032497395
402,0.00032496732
403,0.0003249607
404,0.0003249539
405,0.00032494747
406,0.00032494115
407,0.00032493437
408,0.00032492803
409,0.00032492133
410,0.0003249149
411,0.0003249084
412,0.0003249021
413,0.00032489575
414,0.00032488932
415,0.0003248828
416,0.00032487654
417,0.00032487017
418,0.0003248639
419,0.00032485733
420,0.0003248514
421,0.00032484482
422,0.00032483865
423,0.00032483262
424,0.00032482643
425,0.00032482
426,0.0003248138
427,0.00032480797
428,0.0003248018
429,0.0003247956
430,0.00032478935
431,0.0003247833
432,0.00032477724
433,0.0003247711
434,0.00032476522
435,0.000324759
436,0.00032475297
437,0.00032474715
438,0.00032474118
439,0.00032473513
440,0.00032472934
441,0.0003247233
442,0.0003247173
443,0.00032471138
444,0.00032470564
445,0.00032469985
446,0.0003246938
447,0.0003246881
448,0.00032468216
449,0.00032467645
450,0.00032467066
451,0.0003246649
452,0.00032465914
453,0.00032465335
454,0.00032464758
455,0.00032464188
456,0.0003246363
457,0.0003246306
458,0.00032462509
459,0.00032461926
460,0.00032461368
461,0.0003246082
462,0.00032460262
463,0.00032459683
464,0.0003245915
465,0.00032458597
466,0.00032458053
467,0.000324575
468,0.00032456964
469,0.0003245637
470,0.0003245583
471,0.0003245531
472,0.00032454764
473,0.00032454223
474,0.00032453687
475,0.0003245313
476,0.0003245261
477,0.0003245208
478,0.00032451536
479,0.00032451015
480,0.00032450486
481,0.00032449956
482,0.00032449403
483,0.00032448873
484,0.00032448373
485,0.00032447863
486,0.00032447308
487,0.00032446804
488,0.00032446283
489,0.0003244575
490,0.0003244526
491,0.0003244475
492,0.0003244423
493,0.00032443728
494,0.00032443192
495,0.00032442712
496,0.00032442206
497,0.00032441702
498,0.0003244118
499,0.0003244067
