Sales Time,Purchase Quantity (pcs),Total Amount (CNY),Payment Method,Refund Amount (CNY),Product Details
2018-04-03 00:00:00,10.0,25.0,微信,0.0,雪碧
2018-04-03 01:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-03 01:00:00,4.0,10.0,支付宝,0.0,雪碧
2018-04-03 04:00:00,7.0,17.5,微信,0.0,雪碧
2018-04-03 08:00:00,10.0,25.0,支付宝,0.0,可口可乐
2018-04-03 09:00:00,9.0,27.0,微信,0.0,雪碧
2018-04-03 09:00:00,2.0,6.0,微信,0.0,可口可乐
2018-04-03 09:00:00,8.0,20.0,支付宝,0.0,可口可乐
2018-04-03 10:00:00,5.0,12.5,支付宝,0.0,雪碧
2018-04-03 10:00:00,7.0,21.0,支付宝,0.0,雪碧
2018-04-03 13:00:00,8.0,24.0,微信,0.0,雪碧
2018-04-03 14:00:00,7.0,21.0,微信,0.0,可口可乐
2018-04-03 14:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-03 15:00:00,9.0,22.5,微信,0.0,雪碧
2018-04-03 17:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-03 18:00:00,8.0,20.0,微信,0.0,雪碧
2018-04-03 20:00:00,6.0,18.0,支付宝,0.0,可口可乐
2018-04-03 23:00:00,5.0,15.0,支付宝,0.0,雪碧
2018-04-04 00:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-04 00:00:00,4.0,10.0,微信,0.0,雪碧
2018-04-04 00:00:00,8.0,20.0,微信,0.0,可口可乐
2018-04-04 02:00:00,5.0,15.0,微信,0.0,雪碧
2018-04-04 04:00:00,6.0,15.0,支付宝,0.0,雪碧
2018-04-04 06:00:00,9.0,27.0,微信,0.0,可口可乐
2018-04-04 09:00:00,8.0,24.0,支付宝,0.0,雪碧
2018-04-04 11:00:00,3.0,9.0,支付宝,0.0,可口可乐
2018-04-04 13:00:00,5.0,12.5,支付宝,0.0,可口可乐
2018-04-04 14:00:00,7.0,17.5,微信,0.0,雪碧
2018-04-04 17:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-04 19:00:00,3.0,7.5,微信,0.0,雪碧
2018-04-04 19:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-04 20:00:00,3.0,7.5,微信,0.0,可口可乐
2018-04-04 22:00:00,3.0,7.5,微信,0.0,雪碧
2018-04-05 04:00:00,5.0,15.0,微信,0.0,雪碧
2018-04-05 05:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-05 05:00:00,4.0,12.0,支付宝,0.0,雪碧
2018-04-05 07:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-05 07:00:00,7.0,17.5,微信,0.0,雪碧
2018-04-05 07:00:00,6.0,15.0,微信,0.0,雪碧
2018-04-05 09:00:00,7.0,17.5,支付宝,0.0,可口可乐
2018-04-05 11:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-05 11:00:00,9.0,22.5,微信,0.0,雪碧
2018-04-05 11:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-05 11:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-05 13:00:00,7.0,17.5,微信,0.0,雪碧
2018-04-05 14:00:00,5.0,12.5,微信,0.0,可口可乐
2018-04-05 18:00:00,1.0,2.5,支付宝,0.0,雪碧
2018-04-05 19:00:00,6.0,18.0,微信,0.0,可口可乐
2018-04-05 20:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-05 21:00:00,1.0,3.0,微信,0.0,可口可乐
2018-04-06 00:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-06 04:00:00,2.0,5.0,支付宝,0.0,雪碧
2018-04-06 07:00:00,4.0,10.0,微信,0.0,可口可乐
2018-04-06 08:00:00,8.0,24.0,支付宝,0.0,可口可乐
2018-04-06 15:00:00,8.0,24.0,支付宝,0.0,雪碧
2018-04-06 17:00:00,9.0,22.5,支付宝,0.0,可口可乐
2018-04-06 18:00:00,8.0,20.0,微信,0.0,可口可乐
2018-04-06 19:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-06 21:00:00,6.0,18.0,微信,0.0,雪碧
2018-04-06 22:00:00,9.0,22.5,微信,0.0,可口可乐
2018-04-06 22:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-07 00:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-07 01:00:00,6.0,18.0,微信,0.0,可口可乐
2018-04-07 02:00:00,10.0,30.0,支付宝,0.0,雪碧
2018-04-07 02:00:00,8.0,20.0,支付宝,0.0,可口可乐
2018-04-07 03:00:00,10.0,25.0,支付宝,0.0,可口可乐
2018-04-07 05:00:00,8.0,20.0,微信,0.0,雪碧
2018-04-07 05:00:00,9.0,22.5,微信,0.0,可口可乐
2018-04-07 07:00:00,5.0,12.5,支付宝,0.0,雪碧
2018-04-07 07:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-07 08:00:00,8.0,20.0,支付宝,0.0,雪碧
2018-04-07 10:00:00,3.0,9.0,微信,0.0,雪碧
2018-04-07 10:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-07 11:00:00,1.0,2.5,微信,0.0,可口可乐
2018-04-07 11:00:00,9.0,22.5,支付宝,0.0,雪碧
2018-04-07 12:00:00,9.0,27.0,支付宝,0.0,雪碧
2018-04-07 12:00:00,6.0,15.0,支付宝,0.0,可口可乐
2018-04-07 13:00:00,6.0,18.0,微信,0.0,可口可乐
2018-04-07 13:00:00,8.0,24.0,支付宝,0.0,可口可乐
2018-04-07 14:00:00,9.0,22.5,支付宝,0.0,雪碧
2018-04-07 17:00:00,8.0,20.0,支付宝,0.0,雪碧
2018-04-07 17:00:00,6.0,15.0,支付宝,0.0,可口可乐
2018-04-07 18:00:00,2.0,5.0,微信,0.0,雪碧
2018-04-07 19:00:00,5.0,12.5,微信,0.0,可口可乐
2018-04-07 20:00:00,2.0,6.0,支付宝,0.0,雪碧
2018-04-07 22:00:00,3.0,7.5,微信,0.0,雪碧
2018-04-08 00:00:00,8.0,20.0,支付宝,0.0,可口可乐
2018-04-08 01:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-08 02:00:00,10.0,25.0,微信,0.0,雪碧
2018-04-08 03:00:00,7.0,21.0,支付宝,0.0,雪碧
2018-04-08 05:00:00,4.0,10.0,微信,0.0,可口可乐
2018-04-08 06:00:00,3.0,9.0,支付宝,0.0,雪碧
2018-04-08 06:00:00,5.0,12.5,微信,0.0,雪碧
2018-04-08 08:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-08 09:00:00,3.0,9.0,微信,0.0,雪碧
2018-04-08 10:00:00,1.0,3.0,支付宝,0.0,可口可乐
2018-04-08 10:00:00,1.0,2.5,微信,0.0,可口可乐
2018-04-08 10:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-08 12:00:00,9.0,22.5,支付宝,0.0,雪碧
2018-04-08 17:00:00,10.0,30.0,微信,0.0,雪碧
2018-04-08 21:00:00,10.0,30.0,支付宝,0.0,可口可乐
2018-04-08 22:00:00,1.0,2.5,支付宝,0.0,可口可乐
2018-04-09 00:00:00,3.0,7.5,支付宝,0.0,可口可乐
2018-04-09 02:00:00,9.0,22.5,微信,0.0,可口可乐
2018-04-09 02:00:00,7.0,17.5,微信,0.0,雪碧
2018-04-09 03:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-09 04:00:00,2.0,5.0,支付宝,0.0,雪碧
2018-04-09 07:00:00,3.0,7.5,微信,0.0,雪碧
2018-04-09 10:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-09 11:00:00,5.0,12.5,微信,0.0,雪碧
2018-04-09 13:00:00,9.0,22.5,微信,0.0,雪碧
2018-04-09 15:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-09 15:00:00,5.0,12.5,支付宝,0.0,雪碧
2018-04-09 18:00:00,2.0,6.0,微信,0.0,可口可乐
2018-04-09 18:00:00,7.0,21.0,微信,0.0,可口可乐
2018-04-09 20:00:00,9.0,27.0,支付宝,0.0,雪碧
2018-04-09 22:00:00,1.0,3.0,微信,0.0,可口可乐
2018-04-09 22:00:00,6.0,15.0,微信,0.0,雪碧
2018-04-10 03:00:00,5.0,12.5,支付宝,0.0,雪碧
2018-04-10 03:00:00,6.0,15.0,支付宝,0.0,可口可乐
2018-04-10 06:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-10 06:00:00,4.0,12.0,支付宝,0.0,雪碧
2018-04-10 08:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-10 09:00:00,10.0,30.0,微信,0.0,雪碧
2018-04-10 10:00:00,6.0,15.0,支付宝,0.0,雪碧
2018-04-10 10:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-10 11:00:00,3.0,7.5,微信,0.0,可口可乐
2018-04-10 13:00:00,1.0,2.5,支付宝,0.0,雪碧
2018-04-10 14:00:00,2.0,6.0,微信,0.0,可口可乐
2018-04-10 14:00:00,10.0,25.0,微信,0.0,雪碧
2018-04-10 15:00:00,2.0,6.0,支付宝,0.0,可口可乐
2018-04-10 16:00:00,8.0,20.0,微信,0.0,可口可乐
2018-04-10 18:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-10 21:00:00,3.0,9.0,微信,0.0,雪碧
2018-04-10 21:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-11 00:00:00,4.0,10.0,支付宝,0.0,雪碧
2018-04-11 01:00:00,2.0,6.0,支付宝,0.0,可口可乐
2018-04-11 01:00:00,5.0,15.0,微信,0.0,雪碧
2018-04-11 02:00:00,9.0,27.0,微信,0.0,雪碧
2018-04-11 02:00:00,2.0,5.0,微信,0.0,雪碧
2018-04-11 05:00:00,9.0,22.5,微信,0.0,雪碧
2018-04-11 06:00:00,2.0,5.0,微信,0.0,雪碧
2018-04-11 06:00:00,10.0,25.0,微信,0.0,雪碧
2018-04-11 07:00:00,8.0,24.0,支付宝,0.0,雪碧
2018-04-11 08:00:00,5.0,12.5,支付宝,0.0,雪碧
2018-04-11 09:00:00,5.0,12.5,支付宝,0.0,雪碧
2018-04-11 10:00:00,1.0,3.0,支付宝,0.0,雪碧
2018-04-11 10:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-11 11:00:00,9.0,22.5,支付宝,0.0,可口可乐
2018-04-11 14:00:00,1.0,3.0,微信,0.0,可口可乐
2018-04-11 16:00:00,2.0,6.0,支付宝,0.0,雪碧
2018-04-11 17:00:00,4.0,12.0,微信,0.0,可口可乐
2018-04-11 18:00:00,2.0,6.0,支付宝,0.0,可口可乐
2018-04-11 21:00:00,1.0,2.5,微信,0.0,雪碧
2018-04-11 22:00:00,1.0,3.0,微信,0.0,可口可乐
2018-04-12 00:00:00,3.0,9.0,微信,0.0,雪碧
2018-04-12 00:00:00,9.0,27.0,支付宝,0.0,可口可乐
2018-04-12 01:00:00,10.0,25.0,微信,0.0,雪碧
2018-04-12 04:00:00,9.0,27.0,微信,0.0,雪碧
2018-04-12 08:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-12 10:00:00,1.0,3.0,支付宝,0.0,雪碧
2018-04-12 12:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-12 19:00:00,2.0,5.0,微信,0.0,可口可乐
2018-04-12 19:00:00,1.0,2.5,微信,0.0,可口可乐
2018-04-12 21:00:00,9.0,27.0,支付宝,0.0,可口可乐
2018-04-12 21:00:00,8.0,20.0,支付宝,0.0,可口可乐
2018-04-13 00:00:00,10.0,30.0,支付宝,0.0,雪碧
2018-04-13 01:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-13 02:00:00,3.0,9.0,支付宝,0.0,雪碧
2018-04-13 03:00:00,6.0,18.0,微信,0.0,可口可乐
2018-04-13 03:00:00,3.0,9.0,支付宝,0.0,雪碧
2018-04-13 03:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-13 06:00:00,10.0,25.0,微信,0.0,雪碧
2018-04-13 08:00:00,2.0,6.0,微信,0.0,可口可乐
2018-04-13 08:00:00,6.0,15.0,支付宝,0.0,雪碧
2018-04-13 08:00:00,8.0,24.0,支付宝,0.0,可口可乐
2018-04-13 09:00:00,2.0,5.0,支付宝,0.0,雪碧
2018-04-13 15:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-13 16:00:00,4.0,12.0,支付宝,0.0,可口可乐
2018-04-13 16:00:00,10.0,30.0,微信,0.0,雪碧
2018-04-13 19:00:00,3.0,9.0,微信,0.0,可口可乐
2018-04-13 23:00:00,8.0,24.0,微信,0.0,雪碧
2018-04-14 02:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-14 03:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-14 03:00:00,6.0,18.0,微信,0.0,可口可乐
2018-04-14 04:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-14 08:00:00,7.0,21.0,支付宝,0.0,雪碧
2018-04-14 09:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-14 09:00:00,4.0,12.0,微信,0.0,可口可乐
2018-04-14 10:00:00,2.0,5.0,微信,0.0,可口可乐
2018-04-14 11:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-14 11:00:00,2.0,5.0,微信,0.0,可口可乐
2018-04-14 13:00:00,6.0,15.0,微信,0.0,雪碧
2018-04-14 15:00:00,6.0,15.0,支付宝,0.0,可口可乐
2018-04-14 17:00:00,3.0,7.5,微信,0.0,可口可乐
2018-04-14 17:00:00,8.0,24.0,微信,0.0,雪碧
2018-04-14 17:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-14 18:00:00,8.0,24.0,支付宝,0.0,雪碧
2018-04-14 21:00:00,9.0,22.5,支付宝,0.0,可口可乐
2018-04-14 22:00:00,10.0,30.0,支付宝,0.0,雪碧
2018-04-14 23:00:00,3.0,9.0,支付宝,0.0,可口可乐
2018-04-15 00:00:00,6.0,15.0,微信,0.0,可口可乐
2018-04-15 01:00:00,9.0,22.5,支付宝,0.0,可口可乐
2018-04-15 04:00:00,1.0,2.5,支付宝,0.0,雪碧
2018-04-15 04:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-15 04:00:00,4.0,10.0,支付宝,0.0,雪碧
2018-04-15 05:00:00,8.0,20.0,微信,0.0,雪碧
2018-04-15 06:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-15 07:00:00,7.0,17.5,微信,0.0,可口可乐
2018-04-15 07:00:00,6.0,18.0,微信,0.0,雪碧
2018-04-15 08:00:00,1.0,2.5,支付宝,0.0,可口可乐
2018-04-15 09:00:00,9.0,22.5,微信,0.0,雪碧
2018-04-15 10:00:00,6.0,15.0,支付宝,0.0,可口可乐
2018-04-15 10:00:00,2.0,6.0,支付宝,0.0,雪碧
2018-04-15 11:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-15 13:00:00,3.0,7.5,微信,0.0,可口可乐
2018-04-15 14:00:00,1.0,2.5,微信,0.0,可口可乐
2018-04-15 14:00:00,8.0,24.0,微信,0.0,可口可乐
2018-04-15 15:00:00,7.0,21.0,支付宝,0.0,雪碧
2018-04-15 18:00:00,5.0,15.0,支付宝,0.0,雪碧
2018-04-15 19:00:00,7.0,17.5,微信,0.0,可口可乐
2018-04-16 01:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-16 02:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-16 02:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-16 02:00:00,1.0,3.0,微信,0.0,可口可乐
2018-04-16 03:00:00,2.0,6.0,微信,0.0,雪碧
2018-04-16 03:00:00,9.0,27.0,支付宝,0.0,可口可乐
2018-04-16 06:00:00,9.0,22.5,微信,0.0,可口可乐
2018-04-16 10:00:00,7.0,17.5,微信,0.0,可口可乐
2018-04-16 10:00:00,10.0,30.0,支付宝,0.0,雪碧
2018-04-16 11:00:00,8.0,24.0,支付宝,0.0,可口可乐
2018-04-16 13:00:00,3.0,7.5,微信,0.0,雪碧
2018-04-16 13:00:00,4.0,12.0,支付宝,0.0,雪碧
2018-04-16 13:00:00,10.0,25.0,支付宝,0.0,可口可乐
2018-04-16 14:00:00,8.0,20.0,微信,0.0,雪碧
2018-04-16 17:00:00,8.0,24.0,微信,0.0,可口可乐
2018-04-16 18:00:00,7.0,17.5,微信,0.0,雪碧
2018-04-16 20:00:00,8.0,24.0,微信,0.0,可口可乐
2018-04-16 22:00:00,5.0,12.5,支付宝,0.0,可口可乐
2018-04-16 22:00:00,6.0,15.0,微信,0.0,雪碧
2018-04-17 04:00:00,4.0,12.0,支付宝,0.0,雪碧
2018-04-17 06:00:00,2.0,5.0,微信,0.0,可口可乐
2018-04-17 07:00:00,9.0,22.5,微信,0.0,可口可乐
2018-04-17 10:00:00,1.0,2.5,微信,0.0,可口可乐
2018-04-17 10:00:00,10.0,30.0,支付宝,0.0,可口可乐
2018-04-17 14:00:00,10.0,30.0,支付宝,0.0,可口可乐
2018-04-17 15:00:00,4.0,12.0,微信,0.0,可口可乐
2018-04-17 15:00:00,7.0,17.5,微信,0.0,雪碧
2018-04-17 16:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-17 18:00:00,3.0,9.0,微信,0.0,可口可乐
2018-04-17 18:00:00,8.0,20.0,微信,0.0,雪碧
2018-04-17 18:00:00,3.0,7.5,支付宝,0.0,可口可乐
2018-04-17 20:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-17 21:00:00,4.0,10.0,微信,0.0,雪碧
2018-04-17 22:00:00,1.0,2.5,微信,0.0,雪碧
2018-04-17 23:00:00,7.0,17.5,微信,0.0,可口可乐
2018-04-18 00:00:00,2.0,6.0,支付宝,0.0,可口可乐
2018-04-18 01:00:00,3.0,7.5,微信,0.0,可口可乐
2018-04-18 01:00:00,10.0,30.0,微信,0.0,雪碧
2018-04-18 01:00:00,4.0,12.0,微信,0.0,可口可乐
2018-04-18 02:00:00,2.0,6.0,微信,0.0,雪碧
2018-04-18 04:00:00,10.0,30.0,微信,0.0,雪碧
2018-04-18 04:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-18 04:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-18 05:00:00,2.0,6.0,微信,0.0,雪碧
2018-04-18 06:00:00,2.0,6.0,微信,0.0,可口可乐
2018-04-18 06:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-18 06:00:00,5.0,15.0,支付宝,0.0,雪碧
2018-04-18 07:00:00,6.0,15.0,支付宝,0.0,可口可乐
2018-04-18 13:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-18 16:00:00,1.0,2.5,支付宝,0.0,雪碧
2018-04-18 18:00:00,6.0,15.0,支付宝,0.0,雪碧
2018-04-18 22:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-18 23:00:00,1.0,3.0,支付宝,0.0,雪碧
2018-04-19 00:00:00,9.0,22.5,微信,0.0,雪碧
2018-04-19 01:00:00,7.0,17.5,微信,0.0,可口可乐
2018-04-19 04:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-19 09:00:00,10.0,30.0,微信,0.0,雪碧
2018-04-19 11:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-19 11:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-19 13:00:00,10.0,30.0,微信,0.0,可口可乐
2018-04-19 13:00:00,2.0,6.0,支付宝,0.0,可口可乐
2018-04-19 15:00:00,7.0,21.0,支付宝,0.0,雪碧
2018-04-19 19:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-19 20:00:00,5.0,12.5,支付宝,0.0,雪碧
2018-04-19 22:00:00,2.0,6.0,微信,0.0,可口可乐
2018-04-20 03:00:00,6.0,18.0,支付宝,0.0,可口可乐
2018-04-20 04:00:00,2.0,6.0,微信,0.0,可口可乐
2018-04-20 05:00:00,4.0,10.0,微信,0.0,雪碧
2018-04-20 06:00:00,5.0,12.5,微信,0.0,雪碧
2018-04-20 06:00:00,6.0,15.0,微信,0.0,可口可乐
2018-04-20 06:00:00,9.0,22.5,支付宝,0.0,可口可乐
2018-04-20 11:00:00,1.0,3.0,支付宝,0.0,雪碧
2018-04-20 12:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-20 12:00:00,3.0,9.0,微信,0.0,可口可乐
2018-04-20 12:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-20 12:00:00,8.0,24.0,支付宝,0.0,雪碧
2018-04-20 13:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-20 14:00:00,1.0,2.5,微信,0.0,可口可乐
2018-04-20 16:00:00,7.0,21.0,支付宝,0.0,雪碧
2018-04-20 16:00:00,1.0,3.0,支付宝,0.0,可口可乐
2018-04-20 17:00:00,6.0,15.0,微信,0.0,雪碧
2018-04-20 20:00:00,3.0,9.0,支付宝,0.0,可口可乐
2018-04-20 21:00:00,7.0,17.5,支付宝,0.0,雪碧
2018-04-21 01:00:00,3.0,7.5,微信,0.0,雪碧
2018-04-21 01:00:00,2.0,5.0,支付宝,0.0,雪碧
2018-04-21 01:00:00,1.0,2.5,微信,0.0,雪碧
2018-04-21 01:00:00,2.0,5.0,微信,0.0,雪碧
2018-04-21 02:00:00,8.0,24.0,支付宝,0.0,可口可乐
2018-04-21 02:00:00,8.0,24.0,微信,0.0,雪碧
2018-04-21 04:00:00,8.0,20.0,支付宝,0.0,雪碧
2018-04-21 04:00:00,4.0,12.0,支付宝,0.0,可口可乐
2018-04-21 12:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-21 15:00:00,5.0,15.0,微信,0.0,雪碧
2018-04-21 17:00:00,10.0,25.0,支付宝,0.0,雪碧
2018-04-21 18:00:00,5.0,12.5,支付宝,0.0,雪碧
2018-04-21 19:00:00,8.0,20.0,支付宝,0.0,可口可乐
2018-04-21 20:00:00,1.0,2.5,微信,0.0,雪碧
2018-04-21 21:00:00,4.0,12.0,支付宝,0.0,雪碧
2018-04-21 21:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-22 00:00:00,5.0,15.0,支付宝,0.0,雪碧
2018-04-22 02:00:00,6.0,18.0,微信,0.0,雪碧
2018-04-22 03:00:00,7.0,17.5,支付宝,0.0,可口可乐
2018-04-22 03:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-22 05:00:00,4.0,10.0,微信,0.0,雪碧
2018-04-22 09:00:00,6.0,15.0,支付宝,0.0,可口可乐
2018-04-22 11:00:00,9.0,27.0,支付宝,0.0,可口可乐
2018-04-22 14:00:00,9.0,22.5,微信,0.0,可口可乐
2018-04-22 14:00:00,5.0,12.5,微信,0.0,可口可乐
2018-04-22 15:00:00,9.0,27.0,支付宝,0.0,雪碧
2018-04-22 16:00:00,10.0,25.0,支付宝,0.0,可口可乐
2018-04-22 17:00:00,10.0,25.0,微信,0.0,雪碧
2018-04-22 21:00:00,7.0,21.0,支付宝,0.0,雪碧
2018-04-22 21:00:00,7.0,17.5,支付宝,0.0,可口可乐
2018-04-22 22:00:00,8.0,24.0,支付宝,0.0,可口可乐
2018-04-23 00:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-23 02:00:00,7.0,17.5,微信,0.0,雪碧
2018-04-23 04:00:00,5.0,15.0,支付宝,0.0,可口可乐
2018-04-23 06:00:00,9.0,27.0,支付宝,0.0,雪碧
2018-04-23 07:00:00,4.0,12.0,支付宝,0.0,可口可乐
2018-04-23 08:00:00,8.0,24.0,微信,0.0,可口可乐
2018-04-23 10:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-23 10:00:00,9.0,27.0,支付宝,0.0,可口可乐
2018-04-23 10:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-23 11:00:00,5.0,15.0,支付宝,0.0,可口可乐
2018-04-23 12:00:00,5.0,15.0,支付宝,0.0,可口可乐
2018-04-23 13:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-23 13:00:00,2.0,5.0,微信,0.0,雪碧
2018-04-23 20:00:00,10.0,30.0,微信,0.0,可口可乐
2018-04-23 21:00:00,7.0,21.0,微信,0.0,可口可乐
2018-04-23 22:00:00,1.0,3.0,支付宝,0.0,雪碧
2018-04-23 23:00:00,10.0,30.0,微信,0.0,可口可乐
2018-04-24 01:00:00,9.0,27.0,支付宝,0.0,雪碧
2018-04-24 02:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-24 02:00:00,1.0,2.5,微信,0.0,雪碧
2018-04-24 03:00:00,5.0,12.5,微信,0.0,雪碧
2018-04-24 05:00:00,7.0,21.0,支付宝,0.0,雪碧
2018-04-24 05:00:00,9.0,22.5,支付宝,0.0,可口可乐
2018-04-24 05:00:00,8.0,24.0,支付宝,0.0,雪碧
2018-04-24 07:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-24 07:00:00,1.0,3.0,微信,0.0,可口可乐
2018-04-24 09:00:00,8.0,20.0,支付宝,0.0,雪碧
2018-04-24 10:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-24 14:00:00,4.0,10.0,微信,0.0,可口可乐
2018-04-24 15:00:00,2.0,5.0,支付宝,0.0,雪碧
2018-04-24 15:00:00,2.0,6.0,微信,0.0,可口可乐
