TransactionID,ProductID,Quantity,SaleDate,StoreID,Revenue
72,4,1.4147733991587303,2023-03-13,2,0.4642956431085453
73,1,-1.206164236294244,2023-03-14,3,-0.7210486201073079
74,4,1.818397795018516,2023-03-15,1,2.795329705260617
75,7,-0.6819767092036492,2023-03-16,1,-1.0339747168033362
76,9,-1.380893411991109,2023-03-17,4,-0.9432870019746248
77,8,-1.380893411991109,2023-03-18,1,-1.1247954815016463
78,8,1.7642317505524605,2023-03-19,4,0.6534388087297206
79,0,-1.206164236294244,2023-03-20,0,-0.6967290017166132
80,8,0.5411275206744056,2023-03-21,3,1.670692327774021
81,6,-0.5072475335067842,2023-03-22,4,-0.2541704162848064
82,8,-0.8567058849005141,2023-03-23,0,-0.5073385724774356
83,7,0.3663983449775406,2023-03-24,1,0.202407975195122
84,0,1.4147733991587303,2023-03-25,1,0.3625691292560143
85,7,-0.5072475335067842,2023-03-26,0,-0.5816144191571897
86,7,-0.6819767092036492,2023-03-27,1,-0.2963419308832257
87,2,-1.206164236294244,2023-03-28,0,-0.784880711323391
88,0,-0.5072475335067842,2023-03-29,4,0.0376465453917814
89,7,0.3663983449775406,2023-03-30,4,1.039144117233547
90,2,1.2400442234618654,2023-03-31,0,-0.4481919876650183
91,2,1.2400442234618654,2023-04-01,4,0.990200725303718
92,0,-1.380893411991109,2023-04-02,4,-1.1323153663274188
93,4,0.0169399935838106,2023-04-03,4,-0.326978907875346
94,9,-0.5072475335067842,2023-04-04,2,-0.4306286949518003
95,6,1.2400442234618654,2023-04-05,3,2.393168830105269
96,9,-1.031435060597379,2023-04-06,1,-0.8608852697861789
97,8,-0.8567058849005141,2023-04-07,2,-0.966425637970132
98,6,1.7642317505524605,2023-04-08,4,-0.0934942239929984
99,8,-1.031435060597379,2023-04-09,0,-0.5862494136324149
100,7,1.7642317505524605,2023-04-10,4,-0.326978907875346
